Timestamp,PPG1,PPG2,PPG3,PPG4,PPG5,PPG6
2025-02-21 18:07:33.996,87685,23432,17205,3,172561,249379
2025-02-21 18:07:34.170,87639,23367,17170,4,172533,249283
2025-02-21 18:07:34.173,87584,23166,17058,5,172534,249122
2025-02-21 18:07:34.176,87636,23165,17054,4,172598,249164
2025-02-21 18:07:34.693,87644,23145,17046,4,172641,249156
2025-02-21 18:07:34.696,87683,23181,17074,3,172707,249237
2025-02-21 18:07:34.698,87729,23262,17128,3,172788,249316
2025-02-21 18:07:34.700,87776,23339,17184,3,172837,249399
2025-02-21 18:07:34.701,87769,23325,17194,3,172818,249373
2025-02-21 18:07:34.824,87678,23106,17093,3,172767,249182
2025-02-21 18:07:34.868,87734,23094,17097,4,172859,249249
2025-02-21 18:07:34.967,87752,23088,17107,3,172935,249260
2025-02-21 18:07:35.089,87775,23123,17135,4,172977,249306
2025-02-21 18:07:35.204,87818,23210,17193,5,173027,249376
2025-02-21 18:07:35.336,87856,23295,17251,4,173090,249459
2025-02-21 18:07:35.371,87900,23381,17315,4,173141,249562
2025-02-21 18:07:35.471,87816,23228,17255,3,173008,249412
2025-02-21 18:07:35.576,87824,23123,17209,4,172997,249404
2025-02-21 18:07:35.692,87883,23138,17228,4,173041,249463
2025-02-21 18:07:35.825,87913,23151,17249,4,173119,249499
2025-02-21 18:07:35.863,87966,23231,17304,4,173160,249610
2025-02-21 18:07:35.963,88006,23329,17373,3,173223,249712
2025-02-21 18:07:36.091,88031,23427,17440,3,173263,249789
2025-02-21 18:07:36.215,88051,23517,17499,4,173286,249843
2025-02-21 18:07:36.263,87944,23353,17427,4,173152,249625
2025-02-21 18:07:36.363,87949,23282,17391,3,173164,249623
2025-02-21 18:07:36.478,87967,23303,17404,4,173186,249644
2025-02-21 18:07:36.621,87955,23313,17406,3,173214,249619
2025-02-21 18:07:36.667,87957,23380,17438,3,173211,249644
2025-02-21 18:07:36.767,87957,23462,17475,3,173204,249644
2025-02-21 18:07:36.907,87945,23533,17507,3,173202,249633
2025-02-21 18:07:37.025,87963,23598,17539,4,173217,249680
2025-02-21 18:07:37.059,87850,23406,17444,3,173107,249444
2025-02-21 18:07:37.170,87897,23387,17434,3,173172,249519
2025-02-21 18:07:37.290,87915,23413,17448,3,173203,249560
2025-02-21 18:07:37.424,87927,23440,17464,4,173252,249591
2025-02-21 18:07:37.458,87978,23528,17515,3,173256,249668
2025-02-21 18:07:37.558,88020,23627,17577,3,173293,249776
2025-02-21 18:07:37.887,88053,23720,17633,3,173328,249875
2025-02-21 18:07:37.889,88056,23758,17657,3,173315,249897
2025-02-21 18:07:37.891,87924,23547,17546,3,173149,249678
2025-02-21 18:07:38.047,87986,23548,17542,3,173191,249791
2025-02-21 18:07:38.063,88015,23570,17551,3,173260,249848
2025-02-21 18:07:38.244,88046,23606,17567,3,173336,249901
2025-02-21 18:07:38.254,88078,23694,17608,4,173331,249958
2025-02-21 18:07:38.498,88078,23777,17643,3,173320,249962
2025-02-21 18:07:38.500,88084,23858,17681,4,173334,250003
2025-02-21 18:07:38.671,88050,23859,17673,4,173281,249941
2025-02-21 18:07:38.673,87945,23679,17560,4,173265,249766
2025-02-21 18:07:38.828,87994,23708,17561,4,173387,249854
2025-02-21 18:07:38.859,87971,23704,17546,4,173415,249801
2025-02-21 18:07:39.007,87971,23723,17539,3,173466,249794
2025-02-21 18:07:39.156,87985,23791,17565,3,173456,249809
2025-02-21 18:07:39.158,88005,23868,17599,2,173508,249867
2025-02-21 18:07:39.286,88025,23942,17632,3,173530,249910
2025-02-21 18:07:39.442,87919,23795,17543,2,173451,249712
2025-02-21 18:07:39.451,87920,23711,17478,4,173539,249715
2025-02-21 18:07:39.571,87962,23738,17484,3,173603,249775
2025-02-21 18:07:39.727,87961,23734,17471,3,173679,249767
2025-02-21 18:07:39.750,88003,23795,17499,3,173739,249834
2025-02-21 18:07:39.898,88040,23876,17546,3,173795,249897
2025-02-21 18:07:40.052,88072,23952,17590,3,173830,249968
2025-02-21 18:07:40.054,88073,23973,17604,3,173825,249977
2025-02-21 18:07:40.182,87968,23767,17484,3,173766,249789
2025-02-21 18:07:40.338,88030,23762,17474,3,173871,249885
2025-02-21 18:07:40.346,88049,23766,17470,4,173938,249913
2025-02-21 18:07:40.466,88071,23789,17479,4,174025,249947
2025-02-21 18:07:40.618,88104,23865,17521,3,174069,250013
2025-02-21 18:07:40.646,88115,23940,17562,3,174110,250082
2025-02-21 18:07:40.797,88116,24005,17597,3,174143,250092
2025-02-21 18:07:40.949,88036,23902,17537,3,174103,249978
2025-02-21 18:07:40.952,88003,23803,17476,3,174228,250027
2025-02-21 18:07:41.091,88006,23839,17488,4,174342,250132
2025-02-21 18:07:41.246,87919,23798,17456,3,174389,250053
2025-02-21 18:07:41.250,87940,23844,17478,3,174566,250204
2025-02-21 18:07:41.375,88006,23921,17534,3,174672,250358
2025-02-21 18:07:41.529,87999,23971,17567,2,174691,250367
2025-02-21 18:07:41.542,87962,23932,17544,2,174709,250288
2025-02-21 18:07:41.715,87965,23788,17466,3,174826,250258
2025-02-21 18:07:41.743,88165,23880,17521,4,175063,250563
2025-02-21 18:07:41.863,88303,23945,17573,3,175343,250858
2025-02-21 18:07:42.002,88392,24018,17619,3,175486,251091
2025-02-21 18:07:42.044,88489,24128,17691,4,175612,251340
2025-02-21 18:07:42.164,88538,24223,17760,3,175715,251522
2025-02-21 18:07:42.298,88578,24279,17810,3,175727,251621
2025-02-21 18:07:42.347,88488,24089,17722,4,175585,251440
2025-02-21 18:07:42.507,88559,24082,17730,4,175663,251576
2025-02-21 18:07:42.538,88604,24112,17758,3,175842,251698
2025-02-21 18:07:42.639,88611,24130,17772,4,175888,251719
2025-02-21 18:07:42.801,88677,24223,17836,4,176013,251846
2025-02-21 18:07:42.839,88747,24345,17921,5,176230,252095
2025-02-21 18:07:42.943,88837,24465,18001,3,176473,252402
2025-02-21 18:07:43.101,88750,24294,17898,4,176330,252189
2025-02-21 18:07:43.142,88868,24219,17865,3,176256,252144
2025-02-21 18:07:43.288,89186,24286,17962,3,176448,252467
2025-02-21 18:07:43.334,89413,24329,18050,4,176578,252734
2025-02-21 18:07:43.438,89652,24440,18183,4,176785,253078
2025-02-21 18:07:43.586,89872,24565,18315,3,177007,253435
2025-02-21 18:07:43.635,90031,24660,18423,3,177128,253638
2025-02-21 18:07:43.778,90026,24535,18415,4,177033,253496
2025-02-21 18:07:43.930,90086,24453,18420,3,177075,253486
2025-02-21 18:07:43.939,90244,24492,18494,4,177347,253731
2025-02-21 18:07:44.098,90329,24508,18550,3,177512,253866
2025-02-21 18:07:44.130,90462,24587,18636,3,177693,254086
2025-02-21 18:07:44.302,90553,24671,18717,3,177748,254181
2025-02-21 18:07:44.330,90625,24762,18800,3,177862,254289
2025-02-21 18:07:44.455,90665,24744,18827,4,177935,254322
2025-02-21 18:07:44.593,90609,24584,18772,4,177955,254176
2025-02-21 18:07:44.635,90669,24586,18805,5,178083,254236
2025-02-21 18:07:44.767,90710,24588,18829,3,178260,254294
2025-02-21 18:07:44.908,90777,24640,18879,3,178371,254394
2025-02-21 18:07:44.935,90853,24729,18952,3,178420,254517
2025-02-21 18:07:45.121,90930,24822,19034,4,178541,254684
2025-02-21 18:07:45.126,90971,24866,19087,3,178624,254760
2025-02-21 18:07:45.257,90855,24663,19000,3,178526,254482
2025-02-21 18:07:45.416,90929,24659,19017,3,178577,254542
2025-02-21 18:07:45.427,90999,24670,19051,3,178685,254656
2025-02-21 18:07:45.548,90971,24656,19054,4,178658,254578
2025-02-21 18:07:45.719,90968,24701,19091,3,178672,254544
2025-02-21 18:07:45.731,91077,24802,19170,3,178857,254767
2025-02-21 18:07:45.865,91144,24852,19225,3,178933,254846
2025-02-21 18:07:46.054,91019,24639,19143,3,178817,254534
2025-02-21 18:07:46.056,91095,24621,19162,4,178846,254610
2025-02-21 18:07:46.241,91116,24631,19192,3,178871,254680
2025-02-21 18:07:46.243,91126,24641,19218,3,178947,254744
2025-02-21 18:07:46.411,91159,24705,19268,4,179018,254791
2025-02-21 18:07:46.422,91182,24785,19324,3,179109,254841
2025-02-21 18:07:46.549,91196,24850,19371,3,179170,254855
2025-02-21 18:07:46.721,91044,24671,19285,4,178990,254551
2025-02-21 18:07:46.727,91023,24598,19250,3,178879,254446
2025-02-21 18:07:46.864,91052,24618,19270,4,178928,254465
2025-02-21 18:07:47.034,91052,24616,19277,3,179014,254429
2025-02-21 18:07:47.037,91111,24684,19325,2,179131,254493
2025-02-21 18:07:47.178,91156,24758,19380,3,179218,254566
2025-02-21 18:07:47.219,91197,24837,19439,4,179327,254659
2025-02-21 18:07:47.349,91174,24741,19419,4,179288,254627
2025-02-21 18:07:47.487,91266,24674,19422,3,179287,254775
2025-02-21 18:07:47.522,91286,24681,19448,4,179262,254825
2025-02-21 18:07:47.660,91305,24672,19463,4,179334,254877
2025-02-21 18:07:47.804,91417,24752,19531,3,179504,255111
2025-02-21 18:07:47.823,91499,24831,19597,4,179601,255256
2025-02-21 18:07:48.014,91506,24885,19638,2,179612,255228
2025-02-21 18:07:48.016,91494,24834,19633,3,179613,255204
2025-02-21 18:07:48.150,91536,24702,19601,4,179586,255262
2025-02-21 18:07:48.324,91521,24687,19604,4,179503,255266
2025-02-21 18:07:48.326,91342,24605,19528,4,179326,254966
2025-02-21 18:07:48.516,91415,24674,19558,3,179467,255135
2025-02-21 18:07:48.519,91262,24673,19509,4,179189,254776
2025-02-21 18:07:48.679,91425,24829,19620,3,179547,255183
2025-02-21 18:07:48.718,91612,24980,19735,3,179766,255572
2025-02-21 18:07:48.821,91276,24704,19582,3,179330,254853
2025-02-21 18:07:48.987,91391,24697,19583,4,179423,254989
2025-02-21 18:07:49.011,91340,24684,19564,3,179374,254877
2025-02-21 18:07:49.127,91328,24684,19560,3,179530,254869
2025-02-21 18:07:49.301,91507,24806,19636,3,179771,255166
2025-02-21 18:07:49.310,91622,24912,19703,4,179869,255346
2025-02-21 18:07:49.437,91582,24944,19712,4,179742,255209
2025-02-21 18:07:49.613,91458,24744,19616,4,179627,254966
2025-02-21 18:07:49.616,91405,24654,19564,3,179451,254848
2025-02-21 18:07:49.797,91270,24603,19499,3,179240,254539
2025-02-21 18:07:49.815,91255,24517,19368,2,178941,254175
2025-02-21 18:07:49.959,91290,24547,19357,3,178837,254023
2025-02-21 18:07:50.006,91271,24609,19376,3,178860,253996
2025-02-21 18:07:50.107,91486,24760,19491,3,179036,254327
2025-02-21 18:07:50.310,91426,24715,19488,3,178985,254188
2025-02-21 18:07:50.313,91275,24547,19377,3,178900,253905
2025-02-21 18:07:50.448,91370,24611,19401,3,179095,254089
2025-02-21 18:07:50.622,91381,24619,19388,2,179138,254036
2025-02-21 18:07:50.624,91416,24684,19404,4,179169,254052
2025-02-21 18:07:50.763,91480,24780,19443,3,179195,254123
2025-02-21 18:07:50.932,91569,24880,19495,5,179252,254306
2025-02-21 18:07:50.934,91565,24867,19476,4,179097,254236
2025-02-21 18:07:51.075,91433,24659,19361,5,178858,253979
2025-02-21 18:07:51.103,91466,24651,19341,3,178653,253938
2025-02-21 18:07:51.240,91394,24622,19305,3,178567,253806
2025-02-21 18:07:51.381,91399,24646,19291,3,178587,253760
2025-02-21 18:07:51.403,91414,24716,19311,2,178629,253731
2025-02-21 18:07:51.609,91409,24790,19330,3,178632,253736
2025-02-21 18:07:51.611,91379,24804,19311,2,178473,253615
2025-02-21 18:07:51.763,91149,24536,19151,3,178112,253100
2025-02-21 18:07:51.807,91058,24464,19065,3,177844,252861
2025-02-21 18:07:51.999,91079,24487,19057,3,177926,252912
2025-02-21 18:07:52.006,91068,24493,19038,3,177959,252849
2025-02-21 18:07:52.139,91090,24568,19059,4,177982,252868
2025-02-21 18:07:52.310,91049,24628,19059,4,177912,252813
2025-02-21 18:07:52.313,90983,24662,19047,5,177780,252731
2025-02-21 18:07:52.448,90795,24443,18906,4,177517,252394
2025-02-21 18:07:52.633,90697,24351,18818,4,177244,252138
2025-02-21 18:07:52.636,90665,24366,18802,4,177169,252069
2025-02-21 18:07:52.779,90630,24370,18783,3,177160,252021
2025-02-21 18:07:52.802,90552,24396,18770,4,177049,251888
2025-02-21 18:07:52.946,90562,24464,18796,3,177044,251910
2025-02-21 18:07:53.089,90557,24532,18820,3,176993,251893
2025-02-21 18:07:53.103,90441,24388,18735,4,176816,251683
2025-02-21 18:07:53.313,90361,24265,18644,3,176483,251471
2025-02-21 18:07:53.315,90315,24262,18620,4,176284,251360
2025-02-21 18:07:53.448,90258,24237,18594,3,176225,251273
2025-02-21 18:07:53.495,90207,24270,18601,3,176185,251256
2025-02-21 18:07:53.673,90145,24317,18617,4,176133,251235
2025-02-21 18:07:53.699,90049,24346,18601,3,176051,251152
2025-02-21 18:07:53.807,89843,24126,18455,3,175834,250770
2025-02-21 18:07:54.018,89797,23997,18379,4,175637,250531
2025-02-21 18:07:54.021,89807,23997,18388,3,175516,250488
2025-02-21 18:07:54.157,89674,23920,18299,3,175209,250195
2025-02-21 18:07:54.191,89701,23984,18333,3,175223,250272
2025-02-21 18:07:54.331,89766,24106,18419,4,175375,250504
2025-02-21 18:07:54.476,89771,24200,18477,4,175494,250617
2025-02-21 18:07:54.491,89660,24049,18392,3,175460,250454
2025-02-21 18:07:54.650,89634,23908,18310,4,175367,250316
2025-02-21 18:07:54.694,89650,23889,18296,4,175245,250312
2025-02-21 18:07:54.851,89697,23891,18297,4,175223,250373
2025-02-21 18:07:54.894,89737,23936,18322,3,175197,250451
2025-02-21 18:07:55.076,89773,24010,18363,3,175193,250527
2025-02-21 18:07:55.095,89798,24081,18404,4,175208,250591
2025-02-21 18:07:55.235,89674,23992,18350,4,175126,250417
2025-02-21 18:07:55.424,89536,23788,18232,4,175065,250158
2025-02-21 18:07:55.428,89554,23777,18218,4,175004,250143
2025-02-21 18:07:55.649,89560,23778,18209,4,174983,250136
2025-02-21 18:07:55.652,89584,23813,18225,3,174964,250185
2025-02-21 18:07:55.687,89610,23888,18263,3,174961,250242
2025-02-21 18:07:55.877,89585,23945,18282,4,174919,250243
2025-02-21 18:07:55.890,89502,23917,18230,4,174729,250043
2025-02-21 18:07:56.044,89350,23669,18088,3,174522,249678
2025-02-21 18:07:56.091,89515,23682,18127,3,174675,249908
2025-02-21 18:07:56.267,89660,23740,18192,3,174868,250253
2025-02-21 18:07:56.282,89769,23802,18264,4,175055,250581
2025-02-21 18:07:56.434,89817,23924,18384,3,175340,250980
2025-02-21 18:07:56.483,89875,24089,18531,4,175733,251465
2025-02-21 18:07:56.686,90047,24289,18691,4,176125,252085
2025-02-21 18:07:56.688,89963,24395,18755,3,176214,252214
2025-02-21 18:07:56.829,89788,24263,18706,3,176384,252145
2025-02-21 18:07:57.012,89760,24212,18716,3,176827,252485
2025-02-21 18:07:57.014,89364,24176,18661,3,177102,252525
2025-02-21 18:07:57.222,89571,24373,18874,3,178300,253576
2025-02-21 18:07:57.225,89953,24640,19117,4,179328,254614
2025-02-21 18:07:57.392,90077,24860,19327,3,179994,255164
2025-02-21 18:07:57.395,90232,25071,19517,4,180652,255893
2025-02-21 18:07:57.538,90318,25230,19647,4,180868,256252
2025-02-21 18:07:57.583,90538,25339,19730,3,180978,256630
2025-02-21 18:07:57.722,90793,25178,19641,3,180657,256437
2025-02-21 18:07:57.870,91106,25275,19730,3,180543,256526
2025-02-21 18:07:57.883,91019,25341,19775,3,180486,256495
2025-02-21 18:07:58.059,90774,25302,19732,3,180251,256128
2025-02-21 18:07:58.066,90490,25199,19588,3,179532,255308
2025-02-21 18:07:58.255,90088,24957,19300,3,178183,253699
2025-02-21 18:07:58.266,89947,24903,19231,4,177433,252617
