year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Unnamed: 8
2025,2,21,17,40,59,660,75,0,0,0,3,0,
2025,2,21,17,41,0,670,75,0,0,0,3,0,
2025,2,21,17,41,1,670,75,0,0,0,3,584,
2025,2,21,17,41,2,670,75,0,0,0,3,584,
2025,2,21,17,41,3,670,75,0,0,0,3,584,
2025,2,21,17,41,4,670,75,0,0,0,3,584,
2025,2,21,17,41,5,680,75,0,0,0,3,584,
2025,2,21,17,41,6,670,75,0,0,0,3,584,
2025,2,21,17,41,7,660,75,0,0,0,3,584,
2025,2,21,17,41,8,660,75,0,0,0,3,584,
2025,2,21,17,41,9,660,75,0,0,0,3,584,
2025,2,21,17,41,10,660,75,0,0,0,3,584,
2025,2,21,17,41,11,660,75,0,0,0,3,584,
2025,2,21,17,41,12,660,100,1,0,0,3,584,
2025,2,21,17,41,13,670,100,1,0,0,3,584,
2025,2,21,17,41,14,670,100,1,0,0,3,584,
2025,2,21,17,41,15,680,75,1,0,0,3,584,
2025,2,21,17,41,16,700,75,0,0,0,3,584,
2025,2,21,17,41,17,710,50,0,0,0,3,584,
2025,2,21,17,41,18,720,75,0,0,0,3,584,
2025,2,21,17,41,19,730,75,0,0,0,3,584,
2025,2,21,17,41,20,730,100,0,0,0,3,584,
2025,2,21,17,41,21,740,100,0,0,0,3,584,
2025,2,21,17,41,22,750,100,0,0,0,3,584,
2025,2,21,17,41,23,760,100,0,0,0,3,584,
2025,2,21,17,41,24,760,100,0,0,0,3,584,
2025,2,21,17,41,25,760,100,0,0,0,3,584,
2025,2,21,17,41,26,750,100,0,0,0,3,584,
2025,2,21,17,41,27,740,100,0,0,0,3,584,
2025,2,21,17,41,28,730,100,0,0,0,3,584,
2025,2,21,17,41,29,720,75,0,0,0,3,584,
2025,2,21,17,41,30,710,75,0,0,0,3,584,
2025,2,21,17,41,31,710,75,0,0,0,3,584,
2025,2,21,17,41,32,700,75,0,0,0,3,584,
2025,2,21,17,41,33,700,75,0,0,0,3,584,
2025,2,21,17,41,34,700,75,0,0,0,3,584,
2025,2,21,17,41,35,690,75,0,0,0,3,584,
2025,2,21,17,41,36,690,100,0,0,0,3,584,
2025,2,21,17,41,37,690,100,0,0,0,3,584,
2025,2,21,17,41,37,690,100,0,0,0,3,584,
2025,2,21,17,41,38,680,100,0,0,0,3,584,
2025,2,21,17,41,39,680,100,0,0,0,3,584,
2025,2,21,17,41,40,680,100,0,0,0,3,584,
2025,2,21,17,41,41,680,100,0,0,0,3,584,
2025,2,21,17,41,42,670,100,0,0,0,3,584,
2025,2,21,17,41,43,670,100,0,0,0,3,584,
