Timestamp,PPG1,PPG2,PPG3,PPG4,PPG5,PPG6
2025-02-21 16:04:58.712,24,30,30,2,51,43
2025-02-21 16:04:58.895,25,30,30,3,49,42
2025-02-21 16:04:58.900,25,30,32,3,48,42
2025-02-21 16:04:58.903,23,32,31,2,48,42
2025-02-21 16:04:59.397,31,38,39,2,62,50
2025-02-21 16:04:59.400,1544,974,771,2,2505,1451
2025-02-21 16:04:59.402,6290,3941,2924,3,14877,8199
2025-02-21 16:04:59.405,40051,29029,23410,3,71709,43617
2025-02-21 16:04:59.407,174098,178540,161994,2,360112,286898
2025-02-21 16:04:59.531,249227,231360,207397,4,560298,481763
2025-02-21 16:04:59.642,150267,103763,89575,6,580316,446211
2025-02-21 16:04:59.775,166588,99572,71620,5,582318,445485
2025-02-21 16:04:59.797,160370,95860,62925,6,582261,431929
2025-02-21 16:04:59.896,158112,91061,58918,5,571954,421427
2025-02-21 16:05:00.016,155253,86801,55870,4,556570,411983
2025-02-21 16:05:00.127,153609,83846,53772,8,546012,405714
2025-02-21 16:05:00.254,152544,81766,52215,8,538279,401211
2025-02-21 16:05:00.299,151472,80007,50843,6,530621,396654
2025-02-21 16:05:00.388,150695,78769,49815,5,524516,393003
2025-02-21 16:05:00.495,150410,78173,49242,6,521718,391915
2025-02-21 16:05:00.603,150360,77886,49057,12,519722,391151
2025-02-21 16:05:00.730,150459,78013,49123,8,518774,391045
2025-02-21 16:05:00.840,150490,78210,49172,13,518544,391407
2025-02-21 16:05:00.981,150476,77941,48954,12,517735,391196
2025-02-21 16:05:00.991,149995,76968,48238,12,514489,389093
2025-02-21 16:05:01.099,149791,76107,47628,6,512188,387802
2025-02-21 16:05:01.228,150000,75987,47587,7,511430,387724
2025-02-21 16:05:01.336,150170,76215,47668,15,511070,387923
2025-02-21 16:05:01.460,149962,76326,47667,8,509121,386509
2025-02-21 16:05:01.488,150074,76633,47891,4,510148,387775
2025-02-21 16:05:01.588,150141,77090,48170,8,510679,388615
2025-02-21 16:05:01.696,150548,77585,48542,8,511927,389903
2025-02-21 16:05:01.803,151085,78174,48936,7,514009,391901
2025-02-21 16:05:01.946,151776,78743,49463,12,515833,393687
2025-02-21 16:05:01.991,152613,79578,50073,11,518148,396045
2025-02-21 16:05:02.091,153380,80361,50587,6,520205,398269
2025-02-21 16:05:02.186,154211,81307,51188,7,522684,400805
2025-02-21 16:05:02.294,152520,81809,51489,7,518306,396660
2025-02-21 16:05:02.420,151676,82062,51745,5,515913,394513
2025-02-21 16:05:02.528,152839,82632,52254,10,517670,396316
2025-02-21 16:05:02.658,153319,83058,52579,5,518707,397417
2025-02-21 16:05:02.683,154648,83396,52808,9,521247,399998
2025-02-21 16:05:02.783,155856,83236,52834,7,522807,402034
2025-02-21 16:05:02.902,156254,83286,52857,4,522450,402510
