year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Unnamed: 8
2025,2,20,11,41,20,680,0,0,0,0,3,0,
2025,2,20,11,41,21,640,0,0,0,0,3,0,
2025,2,20,11,41,22,630,0,0,0,0,3,0,
2025,2,20,11,41,23,620,0,0,0,0,3,0,
2025,2,20,11,41,24,610,0,0,0,0,3,0,
2025,2,20,11,41,25,610,0,0,0,0,3,0,
2025,2,20,11,41,26,600,0,0,0,0,3,0,
2025,2,20,11,41,27,630,0,0,0,0,3,0,
2025,2,20,11,41,28,640,75,0,0,0,3,0,
2025,2,20,11,41,29,650,100,0,0,0,3,0,
2025,2,20,11,41,30,660,75,0,0,0,3,0,
2025,2,20,11,41,31,670,75,0,0,0,3,0,
2025,2,20,11,41,32,670,75,0,0,0,3,0,
2025,2,20,11,41,33,670,75,0,0,0,3,0,
2025,2,20,11,41,34,670,75,0,0,0,3,584,
2025,2,20,11,41,35,680,75,0,0,0,3,584,
2025,2,20,11,41,36,690,75,0,0,0,3,584,
2025,2,20,11,41,37,700,50,0,0,0,3,584,
2025,2,20,11,41,38,700,50,0,0,0,3,584,
2025,2,20,11,41,39,710,100,0,0,0,3,602,
2025,2,20,11,41,40,730,100,0,0,0,3,615,
2025,2,20,11,41,41,760,100,0,0,0,3,624,
2025,2,20,11,41,42,770,100,0,0,0,3,624,
2025,2,20,11,41,43,780,50,0,0,0,3,624,
2025,2,20,11,41,44,780,50,0,0,0,3,624,
2025,2,20,11,41,45,790,50,0,0,0,3,624,
2025,2,20,11,41,46,790,50,0,0,0,3,624,
2025,2,20,11,41,47,790,50,0,0,0,3,624,
2025,2,20,11,41,48,790,75,0,0,0,3,624,
2025,2,20,11,41,49,780,100,0,0,0,3,624,
2025,2,20,11,41,50,780,100,0,0,0,3,624,
2025,2,20,11,41,51,780,50,0,0,0,3,620,
2025,2,20,11,41,52,780,50,0,0,0,3,616,
2025,2,20,11,41,53,780,100,0,0,0,3,614,
2025,2,20,11,41,54,780,50,0,0,0,3,612,
2025,2,20,11,41,55,780,50,0,0,0,3,612,
2025,2,20,11,41,56,780,100,0,0,0,3,612,
2025,2,20,11,41,57,780,50,0,0,0,3,612,
2025,2,20,11,41,58,780,50,0,0,0,3,612,
2025,2,20,11,41,59,790,50,0,0,0,3,612,
2025,2,20,11,42,0,790,50,0,0,0,3,612,
2025,2,20,11,42,1,790,50,0,0,0,3,612,
2025,2,20,11,42,2,790,50,0,0,0,3,612,
2025,2,20,11,42,3,790,50,0,0,0,3,612,
2025,2,20,11,42,4,800,50,0,0,0,3,609,
2025,2,20,11,42,5,800,25,0,0,0,3,606,
2025,2,20,11,42,6,800,50,0,0,0,3,606,
2025,2,20,11,42,7,790,25,0,0,0,3,606,
2025,2,20,11,42,8,790,50,0,0,0,3,606,
2025,2,20,11,42,9,800,50,0,0,0,3,606,
2025,2,20,11,42,10,800,25,0,0,0,3,606,
2025,2,20,11,42,11,800,50,0,0,0,3,606,
2025,2,20,11,42,12,800,50,0,0,0,3,606,
2025,2,20,11,42,13,800,25,0,0,0,3,606,
2025,2,20,11,42,14,800,25,0,0,0,3,606,
2025,2,20,11,42,15,800,25,0,0,0,3,606,
2025,2,20,11,42,16,800,25,0,0,0,3,606,
2025,2,20,11,42,17,790,75,0,0,0,3,606,
2025,2,20,11,42,18,790,50,0,0,0,3,606,
2025,2,20,11,42,19,780,50,0,0,0,3,606,
2025,2,20,11,42,20,780,25,0,0,0,3,606,
2025,2,20,11,42,21,780,25,0,0,0,3,606,
2025,2,20,11,42,22,780,25,0,0,0,3,606,
2025,2,20,11,42,23,780,25,0,0,0,3,606,
2025,2,20,11,42,24,780,25,0,0,0,3,606,
2025,2,20,11,42,25,790,25,0,0,0,3,606,
2025,2,20,11,42,26,790,25,0,0,0,3,606,
2025,2,20,11,42,27,790,25,0,0,0,3,606,
2025,2,20,11,42,28,790,75,0,0,0,3,606,
2025,2,20,11,42,29,780,100,0,0,0,3,606,
2025,2,20,11,42,30,770,100,0,0,0,3,606,
2025,2,20,11,42,31,780,100,0,0,0,3,606,
2025,2,20,11,42,32,770,100,0,0,0,3,606,
2025,2,20,11,42,33,770,25,0,0,0,3,606,
2025,2,20,11,42,34,760,25,0,0,0,3,606,
2025,2,20,11,42,35,760,25,0,0,0,3,606,
2025,2,20,11,42,36,750,25,0,0,0,3,606,
2025,2,20,11,42,37,750,25,0,0,0,3,606,
2025,2,20,11,42,38,740,0,0,0,0,3,606,
2025,2,20,11,42,39,730,0,0,0,0,3,606,
2025,2,20,11,42,40,730,25,0,0,0,3,606,
2025,2,20,11,42,41,720,25,0,0,0,3,606,
2025,2,20,11,42,42,730,0,0,0,0,3,606,
2025,2,20,11,42,43,720,0,0,0,0,3,606,
2025,2,20,11,42,44,730,0,0,0,0,3,606,
2025,2,20,11,42,45,730,75,0,0,0,3,606,
2025,2,20,11,42,46,730,25,0,0,0,3,606,
2025,2,20,11,42,47,730,75,0,0,0,3,606,
2025,2,20,11,42,48,730,75,0,0,0,3,606,
2025,2,20,11,42,49,730,50,0,0,0,3,606,
2025,2,20,11,42,50,720,50,0,0,0,3,606,
2025,2,20,11,42,51,720,75,0,0,0,3,606,
2025,2,20,11,42,52,720,75,0,0,0,3,606,
2025,2,20,11,42,53,730,100,0,0,0,3,606,
2025,2,20,11,42,54,740,50,0,0,0,3,606,
2025,2,20,11,42,55,740,50,0,0,0,3,606,
2025,2,20,11,42,56,740,75,0,0,0,3,606,
2025,2,20,11,42,57,740,50,0,0,0,3,606,
2025,2,20,11,42,58,740,25,0,0,0,3,606,
2025,2,20,11,42,59,740,25,0,0,0,3,606,
2025,2,20,11,43,0,740,25,0,0,0,3,606,
2025,2,20,11,43,1,740,25,0,0,0,3,606,
2025,2,20,11,43,2,740,25,0,0,0,1,606,
2025,2,20,11,43,3,730,25,0,0,0,1,606,
2025,2,20,11,43,4,730,25,0,0,0,1,586,
2025,2,20,11,43,5,730,25,0,0,0,3,586,
2025,2,20,11,43,6,720,25,0,0,0,3,587,
2025,2,20,11,43,7,720,25,0,0,0,3,588,
2025,2,20,11,43,8,720,25,0,0,0,3,588,
2025,2,20,11,43,9,720,0,0,0,0,3,589,
2025,2,20,11,43,10,730,0,0,0,0,3,589,
2025,2,20,11,43,11,730,0,0,0,0,3,589,
2025,2,20,11,43,12,720,50,0,0,0,3,589,
2025,2,20,11,43,13,710,0,0,0,0,3,589,
2025,2,20,11,43,14,710,25,0,0,0,3,589,
2025,2,20,11,43,15,710,25,0,0,0,3,589,
2025,2,20,11,43,16,720,0,0,0,0,3,589,
2025,2,20,11,43,17,730,0,0,0,0,3,589,
2025,2,20,11,43,18,730,0,0,0,0,1,589,
2025,2,20,11,43,19,730,0,0,0,0,3,589,
2025,2,20,11,43,20,720,0,0,0,0,3,589,
2025,2,20,11,43,21,710,75,0,0,0,3,589,
2025,2,20,11,43,22,710,0,0,0,0,3,589,
2025,2,20,11,43,23,720,0,0,0,0,3,589,
2025,2,20,11,43,24,730,0,0,0,0,3,591,
2025,2,20,11,43,25,730,0,0,0,0,3,592,
2025,2,20,11,43,26,740,75,0,0,0,3,593,
2025,2,20,11,43,27,740,100,0,0,0,3,593,
2025,2,20,11,43,28,740,100,0,0,0,3,593,
2025,2,20,11,43,29,740,100,0,0,0,3,593,
2025,2,20,11,43,30,740,100,0,0,0,3,593,
2025,2,20,11,43,31,750,0,0,0,0,3,593,
2025,2,20,11,43,32,750,0,0,0,0,3,593,
2025,2,20,11,43,33,740,25,0,0,0,3,593,
2025,2,20,11,43,34,730,25,0,0,0,3,593,
2025,2,20,11,43,35,720,0,0,0,0,3,593,
2025,2,20,11,43,36,710,0,0,0,0,3,593,
2025,2,20,11,43,37,700,0,0,0,0,3,593,
2025,2,20,11,43,38,700,0,0,0,0,1,593,
2025,2,20,11,43,39,700,0,0,0,0,1,593,
2025,2,20,11,43,40,700,75,0,0,0,1,593,
2025,2,20,11,43,41,700,75,0,0,0,3,594,
2025,2,20,11,43,42,690,0,0,0,0,3,594,
2025,2,20,11,43,43,680,0,0,0,0,3,593,
2025,2,20,11,43,44,680,0,0,0,0,3,593,
2025,2,20,11,43,45,690,50,0,0,0,3,592,
2025,2,20,11,43,46,700,75,0,0,0,1,590,
2025,2,20,11,43,47,700,100,0,0,0,3,589,
2025,2,20,11,43,48,710,100,0,0,0,3,587,
2025,2,20,11,43,49,710,100,0,0,0,3,586,
2025,2,20,11,43,50,710,0,0,0,0,3,585,
2025,2,20,11,43,51,710,0,0,0,0,3,584,
2025,2,20,11,43,52,710,25,0,0,0,3,583,
2025,2,20,11,43,53,710,25,0,0,0,3,583,
2025,2,20,11,43,54,710,25,0,0,0,3,583,
2025,2,20,11,43,55,710,25,0,0,0,3,583,
