year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Unnamed: 8
2025,2,20,11,17,46,600,0,1,0,0,2,0,
2025,2,20,11,17,47,600,0,1,0,0,2,0,
2025,2,20,11,17,48,600,0,0,0,0,2,0,
2025,2,20,11,17,49,590,0,0,0,0,3,0,
2025,2,20,11,17,50,590,0,0,0,0,3,0,
2025,2,20,11,17,51,590,0,0,0,0,3,0,
2025,2,20,11,17,52,640,0,0,0,0,3,0,
2025,2,20,11,17,53,660,0,0,0,0,3,0,
2025,2,20,11,17,54,640,0,0,0,0,3,0,
2025,2,20,11,17,55,620,0,0,0,0,3,0,
2025,2,20,11,17,56,620,0,0,0,0,3,0,
2025,2,20,11,17,57,620,0,0,0,0,3,0,
2025,2,20,11,17,58,620,0,0,0,0,3,0,
2025,2,20,11,17,59,620,0,0,0,0,3,0,
2025,2,20,11,18,0,630,0,0,0,0,3,0,
2025,2,20,11,18,1,640,75,0,0,0,3,0,
2025,2,20,11,18,2,630,100,0,0,0,3,0,
2025,2,20,11,18,3,630,100,0,0,0,3,0,
2025,2,20,11,18,4,640,100,0,0,0,3,0,
2025,2,20,11,18,5,640,100,0,0,0,3,0,
2025,2,20,11,18,6,640,50,0,0,0,3,584,
2025,2,20,11,18,7,630,50,0,0,0,3,584,
2025,2,20,11,18,8,630,75,0,0,0,3,584,
2025,2,20,11,18,9,620,75,0,0,0,3,584,
2025,2,20,11,18,10,620,75,0,0,0,3,584,
2025,2,20,11,18,11,620,100,0,0,0,3,584,
2025,2,20,11,18,12,620,100,0,0,0,3,584,
2025,2,20,11,18,13,620,100,0,0,0,3,584,
2025,2,20,11,18,14,620,50,0,0,0,3,589,
2025,2,20,11,18,15,620,50,0,0,0,3,593,
2025,2,20,11,18,16,620,75,0,0,0,3,595,
2025,2,20,11,18,17,630,75,0,0,0,3,597,
2025,2,20,11,18,18,630,75,0,0,0,3,597,
2025,2,20,11,18,19,630,75,0,0,0,3,597,
2025,2,20,11,18,20,630,50,0,0,0,3,597,
2025,2,20,11,18,21,640,25,0,0,0,3,597,
2025,2,20,11,18,22,640,0,0,0,0,3,597,
2025,2,20,11,18,23,650,50,0,0,0,3,597,
2025,2,20,11,18,24,660,75,0,0,0,3,597,
2025,2,20,11,18,25,660,50,0,0,0,3,597,
2025,2,20,11,18,26,660,50,0,0,0,3,597,
2025,2,20,11,18,27,670,50,0,0,0,3,597,
2025,2,20,11,18,28,670,50,0,0,0,3,597,
2025,2,20,11,18,29,670,50,0,0,0,3,597,
2025,2,20,11,18,30,660,50,0,0,0,3,604,
2025,2,20,11,18,31,650,50,0,0,0,3,609,
2025,2,20,11,18,32,640,50,0,0,0,3,609,
2025,2,20,11,18,33,640,50,0,0,0,3,609,
2025,2,20,11,18,34,640,50,0,0,0,3,609,
2025,2,20,11,18,35,640,50,0,0,0,3,609,
2025,2,20,11,18,36,640,25,0,0,0,3,609,
