year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Unnamed: 8
2025,2,21,11,29,9,1240,100,2,259,0,3,584,
2025,2,21,11,29,10,1240,100,2,260,0,3,584,
2025,2,21,11,29,11,1240,100,2,262,0,3,584,
2025,2,21,11,29,12,1240,100,2,264,0,3,584,
2025,2,21,11,29,13,1240,100,2,266,0,3,584,
2025,2,21,11,29,14,1240,100,2,268,0,3,584,
2025,2,21,11,29,15,1240,100,2,269,0,3,584,
2025,2,21,11,29,16,1240,100,2,271,0,3,584,
2025,2,21,11,29,17,1240,100,2,273,0,3,584,
2025,2,21,11,29,18,1240,100,2,275,0,3,584,
2025,2,21,11,29,19,1240,100,2,277,0,3,584,
2025,2,21,11,29,20,1240,100,2,279,0,3,584,
2025,2,21,11,29,21,1240,100,2,281,0,3,584,
2025,2,21,11,29,22,1240,100,2,282,0,3,584,
2025,2,21,11,29,23,1240,100,2,284,0,3,584,
2025,2,21,11,29,24,1240,100,2,286,0,3,584,
2025,2,21,11,29,25,1240,100,2,288,0,3,584,
2025,2,21,11,29,26,1240,100,2,290,0,3,584,
2025,2,21,11,29,27,1230,100,2,292,0,3,584,
2025,2,21,11,29,28,1230,100,2,294,0,3,584,
2025,2,21,11,29,29,1240,100,2,296,0,3,584,
2025,2,21,11,29,30,1230,100,2,298,0,3,584,
2025,2,21,11,29,31,1230,100,2,300,0,3,584,
2025,2,21,11,29,32,1230,100,2,302,0,3,584,
2025,2,21,11,29,33,1230,100,2,304,0,3,584,
2025,2,21,11,29,34,1230,100,2,306,0,3,584,
2025,2,21,11,29,35,1230,100,2,308,0,3,584,
2025,2,21,11,29,36,1230,100,2,310,0,3,584,
2025,2,21,11,29,37,1230,100,2,312,0,3,584,
2025,2,21,11,29,38,1220,100,2,314,0,3,584,
2025,2,21,11,29,39,1220,100,2,316,0,3,584,
2025,2,21,11,29,40,1210,100,2,318,0,3,584,
2025,2,21,11,29,41,1210,100,2,320,0,3,584,
2025,2,21,11,29,42,1210,100,2,322,0,3,584,
2025,2,21,11,29,43,1210,100,2,324,0,3,584,
2025,2,21,11,29,44,1210,100,2,326,0,3,584,
2025,2,21,11,29,45,1210,100,2,327,0,3,584,
2025,2,21,11,29,46,1210,100,2,329,0,3,584,
2025,2,21,11,29,47,1210,100,2,331,0,3,584,
2025,2,21,11,29,48,1220,100,2,333,0,3,584,
2025,2,21,11,29,49,1220,100,2,335,0,3,584,
2025,2,21,11,29,50,1220,100,2,337,0,3,584,
2025,2,21,11,29,51,1220,100,2,339,0,3,584,
2025,2,21,11,29,52,1220,100,2,341,0,3,584,
2025,2,21,11,29,53,1220,100,2,343,0,3,584,
2025,2,21,11,29,54,1230,100,2,345,0,3,584,
2025,2,21,11,29,55,1230,100,2,347,0,3,584,
2025,2,21,11,29,56,1220,100,2,349,0,3,584,
2025,2,21,11,29,57,1220,100,2,351,0,3,584,
2025,2,21,11,29,58,1220,100,2,353,0,3,584,
2025,2,21,11,29,59,1220,100,2,355,0,3,584,
2025,2,21,11,30,0,1230,100,2,357,0,3,584,
2025,2,21,11,30,1,1230,100,2,359,0,3,584,
2025,2,21,11,30,2,1230,100,2,361,0,3,584,
2025,2,21,11,30,3,1230,100,2,363,0,3,584,
2025,2,21,11,30,4,1230,100,2,365,0,3,584,
2025,2,21,11,30,5,1230,100,2,367,0,3,584,
2025,2,21,11,30,6,1240,100,2,369,0,3,584,
2025,2,21,11,30,7,1240,100,2,371,0,3,584,
2025,2,21,11,30,8,1240,100,2,373,0,3,584,
