Timestamp,PPG1,PPG2,PPG3,PPG4,PPG5
2025-04-16 16:56:15.594,99370,13323,16639,91180,113816
2025-04-16 16:56:15.627,99373,13325,16648,91184,113826
2025-04-16 16:56:15.628,99388,13336,16652,91191,113858
2025-04-16 16:56:15.629,99407,13333,16654,91206,113870
2025-04-16 16:56:15.630,99425,13340,16657,91199,113884
2025-04-16 16:56:15.631,99432,13342,16661,91230,113915
2025-04-16 16:56:15.632,99434,13347,16673,91246,113931
2025-04-16 16:56:15.633,99452,13356,16678,91273,113960
2025-04-16 16:56:15.635,99454,13364,16691,91284,113991
2025-04-16 16:56:15.636,99461,13358,16686,91291,114010
2025-04-16 16:56:15.638,99453,13352,16682,91223,113958
2025-04-16 16:56:15.639,99436,13363,16689,91236,113970
2025-04-16 16:56:15.640,99415,13357,16692,91277,114005
2025-04-16 16:56:15.641,99403,13349,16678,91244,113993
2025-04-16 16:56:15.644,99398,13334,16665,91176,113901
2025-04-16 16:56:15.657,99377,13326,16663,91115,113846
2025-04-16 16:56:15.664,99359,13324,16663,91132,113854
2025-04-16 16:56:15.974,99369,13316,16659,91133,113878
2025-04-16 16:56:15.975,99352,13306,16645,91080,113810
2025-04-16 16:56:15.977,99337,13288,16630,91023,113759
2025-04-16 16:56:15.978,99305,13281,16626,90977,113710
2025-04-16 16:56:15.979,99285,13277,16620,90987,113721
2025-04-16 16:56:15.981,99268,13263,16607,90961,113678
2025-04-16 16:56:15.983,99266,13245,16590,90906,113631
2025-04-16 16:56:15.984,99249,13228,16577,90864,113576
2025-04-16 16:56:15.986,99241,13223,16568,90851,113575
2025-04-16 16:56:15.987,99263,13218,16571,90848,113569
2025-04-16 16:56:15.988,99281,13210,16561,90862,113577
2025-04-16 16:56:15.989,99290,13206,16556,90847,113598
2025-04-16 16:56:15.990,99307,13198,16554,90817,113583
2025-04-16 16:56:15.992,99301,13204,16547,90828,113580
2025-04-16 16:56:15.993,99286,13196,16546,90821,113609
2025-04-16 16:56:15.995,99294,13189,16545,90818,113573
2025-04-16 16:56:15.996,99303,13187,16539,90774,113551
2025-04-16 16:56:15.998,99286,13189,16535,90779,113552
2025-04-16 16:56:15.999,99286,13182,16541,90782,113564
2025-04-16 16:56:16.000,99292,13186,16541,90782,113578
2025-04-16 16:56:16.001,99318,13180,16538,90777,113592
