year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Acc_X,Acc_Y,Acc_Z,Unnamed: 11
2025,2,25,9,40,1,600,0,0,0,0,2,0,-16,25,-1000,
2025,2,25,9,40,2,590,0,0,0,0,3,0,-20,23,-1011,
2025,2,25,9,40,3,590,0,0,0,0,3,0,-15,26,-1008,
2025,2,25,9,40,4,640,0,0,0,0,3,0,-18,27,-1014,
2025,2,25,9,40,5,700,0,0,0,0,3,0,-18,22,-1006,
2025,2,25,9,40,6,690,50,0,0,0,3,0,-14,20,-1011,
2025,2,25,9,40,7,680,50,0,0,0,3,0,-22,16,-1017,
2025,2,25,9,40,8,680,50,0,0,0,3,0,-14,22,-1013,
2025,2,25,9,40,9,680,50,0,0,0,3,0,-22,19,-1009,
2025,2,25,9,40,10,690,50,0,0,0,3,0,-14,24,-1009,
2025,2,25,9,40,11,690,50,0,0,0,3,0,-17,20,-1008,
2025,2,25,9,40,12,730,100,0,0,0,3,0,-16,23,-1010,
2025,2,25,9,40,13,770,100,0,0,0,3,0,-18,26,-1012,
2025,2,25,9,40,14,780,100,0,0,0,3,0,-17,18,-1009,
2025,2,25,9,40,15,800,100,0,0,0,3,0,-12,29,-1006,
2025,2,25,9,40,16,800,100,0,0,0,3,0,-20,23,-1001,
2025,2,25,9,40,17,790,100,0,0,0,3,0,-20,24,-1015,
2025,2,25,9,40,18,790,100,0,0,0,3,0,-16,24,-1013,
2025,2,25,9,40,19,780,100,0,0,0,3,0,-17,23,-1008,
2025,2,25,9,40,20,770,100,0,0,0,3,0,-11,23,-1007,
2025,2,25,9,40,21,770,100,0,0,0,3,0,-19,22,-1012,
2025,2,25,9,40,22,760,100,0,0,0,3,0,-16,22,-1005,
2025,2,25,9,40,23,760,100,0,0,0,3,0,-17,23,-996,
2025,2,25,9,40,24,770,100,0,0,0,3,0,-17,21,-1010,
2025,2,25,9,40,25,770,100,0,0,0,3,0,-18,22,-1009,
2025,2,25,9,40,26,760,100,0,0,0,3,0,-18,25,-1007,
2025,2,25,9,40,27,760,100,0,0,0,3,0,-17,30,-1006,
2025,2,25,9,40,28,750,100,0,0,0,3,0,-19,23,-1007,
2025,2,25,9,40,29,750,100,0,0,0,3,0,-16,23,-1014,
2025,2,25,9,40,30,740,100,0,0,0,3,0,-17,29,-1008,
2025,2,25,9,40,31,730,100,0,0,0,3,0,-18,24,-1005,
2025,2,25,9,40,32,730,100,0,0,0,3,0,-13,27,-1007,
2025,2,25,9,40,33,730,100,0,0,0,3,0,-12,23,-1006,
2025,2,25,9,40,34,730,100,0,0,0,3,0,-16,23,-1006,
2025,2,25,9,40,35,730,100,0,0,0,3,0,-16,27,-1005,
2025,2,25,9,40,36,740,100,0,0,0,3,0,-16,22,-1008,
2025,2,25,9,40,37,740,100,0,0,0,3,0,-16,23,-1009,
2025,2,25,9,40,38,740,100,0,0,0,3,0,-17,18,-1001,
2025,2,25,9,40,39,740,100,0,0,0,3,0,-16,24,-1004,
2025,2,25,9,40,40,740,100,0,0,0,3,0,-18,20,-1001,
2025,2,25,9,40,41,740,100,0,0,0,3,0,-18,24,-1013,
2025,2,25,9,40,42,740,100,0,0,0,3,1599,-18,24,-1012,
2025,2,25,9,40,43,730,100,0,0,0,3,1599,-17,25,-1002,
2025,2,25,9,40,44,730,100,0,0,0,3,1599,-15,28,-1007,
2025,2,25,9,40,45,740,100,0,0,0,3,1599,-17,23,-1009,
2025,2,25,9,40,46,730,100,0,0,0,3,1599,-20,18,-1006,
2025,2,25,9,40,47,730,100,0,0,0,3,1599,-6,19,-1001,
2025,2,25,9,40,48,730,100,0,0,0,3,1599,-17,22,-1007,
2025,2,25,9,40,49,730,100,0,0,0,3,1599,-14,26,-1009,
2025,2,25,9,40,50,740,100,0,0,0,3,1599,-17,27,-1008,
2025,2,25,9,40,51,740,100,0,0,0,3,1601,-18,27,-1011,
2025,2,25,9,40,52,740,100,0,0,0,3,1604,-9,26,-1006,
2025,2,25,9,40,53,740,100,0,0,0,3,1606,-16,24,-1005,
2025,2,25,9,40,54,740,100,0,0,0,3,1609,-22,24,-1008,
2025,2,25,9,40,55,740,100,0,0,0,3,1614,-15,22,-1010,
2025,2,25,9,40,56,740,100,0,0,0,3,1619,-16,26,-1011,
2025,2,25,9,40,57,740,100,0,0,0,3,1623,-12,23,-1008,
2025,2,25,9,40,58,740,100,0,0,0,3,1624,-14,27,-1010,
2025,2,25,9,40,59,750,100,0,0,0,3,1625,-22,27,-1014,
2025,2,25,9,41,0,750,100,0,0,0,3,1626,-17,22,-1006,
2025,2,25,9,41,1,750,100,0,0,0,3,1627,-22,26,-1009,
2025,2,25,9,41,2,750,100,0,0,0,3,1628,-21,24,-1007,
2025,2,25,9,41,3,750,100,0,0,0,3,1629,-16,20,-1008,
2025,2,25,9,41,4,750,100,0,0,0,3,1629,-14,25,-1009,
2025,2,25,9,41,5,750,100,0,0,0,3,1630,-16,22,-1005,
2025,2,25,9,41,6,760,100,0,0,0,3,1631,-23,23,-1009,
2025,2,25,9,41,7,760,100,0,0,0,3,1632,-18,24,-1005,
2025,2,25,9,41,8,760,100,0,0,0,3,1634,-17,23,-1005,
2025,2,25,9,41,9,760,100,0,0,0,3,1635,-14,21,-1010,
2025,2,25,9,41,10,760,100,0,0,0,3,1636,-21,25,-1007,
