year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Acc_X,Acc_Y,Acc_Z,Unnamed: 11
2025,2,27,17,51,19,820,75,0,0,0,3,1361,-17,0,-1003,
2025,2,27,17,51,20,830,75,0,0,0,3,1361,-24,0,-1010,
2025,2,27,17,51,21,820,75,0,0,0,3,1361,-20,2,-1004,
2025,2,27,17,51,22,820,100,0,0,0,3,1336,-22,4,-1005,
2025,2,27,17,51,23,820,100,0,0,0,3,1314,-20,2,-1008,
2025,2,27,17,51,24,810,100,0,0,0,3,1293,-19,0,-1006,
2025,2,27,17,51,25,800,100,0,0,0,3,1282,-21,3,-1009,
2025,2,27,17,51,26,800,100,0,0,0,3,1272,-18,-1,-1013,
2025,2,27,17,51,27,800,100,0,0,0,3,1264,-18,2,-1003,
2025,2,27,17,51,28,790,100,0,0,0,3,1256,-18,0,-1008,
2025,2,27,17,51,29,790,100,0,0,0,3,1255,-21,0,-1005,
2025,2,27,17,51,30,790,100,0,0,0,3,1255,-20,0,-1006,
2025,2,27,17,51,31,790,100,0,0,0,3,1259,-20,1,-1007,
2025,2,27,17,51,32,780,100,0,0,0,3,1265,-20,0,-1007,
2025,2,27,17,51,33,780,100,0,0,0,3,1269,-20,3,-1003,
2025,2,27,17,51,34,780,100,0,0,0,3,1274,-20,0,-1001,
2025,2,27,17,51,35,780,100,0,0,0,3,1277,-20,0,-1005,
2025,2,27,17,51,36,770,100,0,0,0,3,1281,-19,2,-1008,
2025,2,27,17,51,37,770,100,0,0,0,3,1284,-21,0,-1006,
2025,2,27,17,51,38,770,100,0,0,0,3,1287,-17,0,-1007,
2025,2,27,17,51,39,770,100,0,0,0,3,1289,-19,1,-1007,
2025,2,27,17,51,40,770,100,0,0,0,3,1293,-19,3,-1006,
2025,2,27,17,51,41,770,100,0,0,0,3,1299,-19,2,-1007,
2025,2,27,17,51,42,770,100,0,0,0,3,1308,-20,2,-1008,
2025,2,27,17,51,43,770,100,0,0,0,3,1321,-21,0,-1010,
2025,2,27,17,51,44,770,100,0,0,0,3,1334,-18,3,-1011,
2025,2,27,17,51,45,770,100,0,0,0,3,1347,-19,0,-1004,
2025,2,27,17,51,46,770,100,0,0,0,3,1363,-20,3,-1005,
2025,2,27,17,51,47,770,100,0,0,0,3,1382,-20,-1,-1006,
2025,2,27,17,51,48,780,100,0,0,0,3,1399,-20,0,-1004,
2025,2,27,17,51,49,780,100,0,0,0,3,1414,-17,2,-1006,
2025,2,27,17,51,50,780,100,0,0,0,3,1427,-21,0,-1004,
2025,2,27,17,51,51,790,100,0,0,0,3,1438,-20,2,-1007,
2025,2,27,17,51,52,790,100,0,0,0,3,1448,-21,3,-1007,
2025,2,27,17,51,53,800,100,0,0,0,3,1457,-18,0,-1006,
2025,2,27,17,51,54,800,100,0,0,0,3,1457,-20,1,-1010,
2025,2,27,17,51,55,810,100,0,0,0,3,1457,-17,0,-1002,
2025,2,27,17,51,56,810,100,0,0,0,3,1466,-18,0,-1007,
2025,2,27,17,51,57,810,100,0,0,0,3,1466,-19,0,-1006,
2025,2,27,17,51,58,820,100,0,0,0,3,1466,-19,3,-1004,
2025,2,27,17,51,59,820,100,0,0,0,3,1473,-21,0,-1006,
2025,2,27,17,52,0,830,100,0,0,0,3,1473,-24,1,-1006,
2025,2,27,17,52,1,830,100,0,0,0,3,1473,-21,3,-1007,
2025,2,27,17,52,2,830,100,0,0,0,3,1476,-21,5,-1004,
2025,2,27,17,52,3,830,100,0,0,0,3,1479,-16,3,-1006,
2025,2,27,17,52,4,840,100,0,0,0,3,1481,-21,0,-1002,
2025,2,27,17,52,5,840,100,0,0,0,3,1480,-19,1,-1007,
2025,2,27,17,52,6,840,100,0,0,0,3,1479,-21,0,-1004,
2025,2,27,17,52,7,840,100,0,0,0,3,1478,-20,3,-1009,
2025,2,27,17,52,8,840,100,0,0,0,3,1478,-24,0,-1004,
2025,2,27,17,52,9,840,100,0,0,0,3,1478,-23,3,-1006,
2025,2,27,17,52,10,840,100,0,0,0,3,1478,-18,2,-1004,
2025,2,27,17,52,11,840,100,0,0,0,3,1478,-22,0,-1008,
2025,2,27,17,52,12,840,100,0,0,0,3,1476,-21,3,-1006,
2025,2,27,17,52,13,840,100,0,0,0,3,1474,-23,3,-1007,
2025,2,27,17,52,14,840,100,0,0,0,3,1473,-17,2,-1003,
2025,2,27,17,52,15,840,100,0,0,0,3,1471,-21,5,-1003,
2025,2,27,17,52,16,840,100,0,0,0,3,1471,-17,2,-1006,
2025,2,27,17,52,17,850,100,0,0,0,3,1468,-23,2,-1009,
2025,2,27,17,52,18,850,100,0,0,0,3,1462,-20,0,-1007,
2025,2,27,17,52,19,850,100,0,0,0,3,1456,-22,5,-1003,
2025,2,27,17,52,20,850,100,0,0,0,3,1451,-18,4,-1001,
2025,2,27,17,52,21,850,100,0,0,0,3,1451,-19,0,-1008,
2025,2,27,17,52,22,850,100,0,0,0,3,1451,-19,3,-1007,
2025,2,27,17,52,23,850,100,0,0,0,3,1445,-22,1,-1007,
2025,2,27,17,52,24,850,100,0,0,0,3,1438,-19,2,-1007,
2025,2,27,17,52,25,850,100,0,0,0,3,1432,-20,1,-1006,
2025,2,27,17,52,26,840,100,0,0,0,3,1427,-20,0,-1005,
2025,2,27,17,52,27,840,100,0,0,0,3,1422,-22,5,-1006,
2025,2,27,17,52,28,840,100,0,0,0,3,1418,-19,0,-1007,
2025,2,27,17,52,29,840,100,0,0,0,3,1415,-22,4,-1007,
2025,2,27,17,52,30,840,100,0,0,0,3,1412,-19,5,-1009,
2025,2,27,17,52,31,840,100,0,0,0,3,1410,-19,2,-1006,
2025,2,27,17,52,32,830,100,0,0,0,3,1408,-22,2,-1004,
2025,2,27,17,52,33,830,100,0,0,0,3,1405,-19,1,-1005,
2025,2,27,17,52,34,830,100,0,0,0,3,1401,-21,0,-1004,
2025,2,27,17,52,35,830,100,0,0,0,3,1391,-18,4,-1003,
2025,2,27,17,52,36,830,100,0,0,0,3,1382,-21,2,-1010,
2025,2,27,17,52,37,830,100,0,0,0,3,1373,-20,0,-1006,
2025,2,27,17,52,38,830,100,0,0,0,3,1366,-20,1,-1010,
2025,2,27,17,52,39,830,100,0,0,0,3,1359,-20,1,-1007,
2025,2,27,17,52,40,830,100,0,0,0,3,1353,-21,0,-1003,
2025,2,27,17,52,41,830,100,0,0,0,3,1350,-20,0,-1009,
2025,2,27,17,52,42,830,100,0,0,0,3,1347,-18,4,-1002,
2025,2,27,17,52,43,830,100,0,0,0,3,1347,-16,1,-1008,
2025,2,27,17,52,44,830,100,0,0,0,3,1345,-18,1,-1002,
2025,2,27,17,52,45,830,100,0,0,0,3,1344,-20,1,-1004,
2025,2,27,17,52,46,830,100,0,0,0,3,1345,-22,4,-1007,
2025,2,27,17,52,47,830,100,0,0,0,3,1347,-21,3,-1007,
2025,2,27,17,52,48,820,100,0,0,0,3,1349,-21,2,-1005,
2025,2,27,17,52,49,820,100,0,0,0,3,1351,-18,2,-1009,
2025,2,27,17,52,50,820,100,0,0,0,3,1352,-19,3,-1004,
2025,2,27,17,52,51,820,100,0,0,0,3,1354,-20,5,-1007,
2025,2,27,17,52,52,820,100,0,0,0,3,1355,-17,0,-1009,
2025,2,27,17,52,53,820,100,0,0,0,3,1356,-23,0,-1005,
2025,2,27,17,52,54,820,100,0,0,0,3,1357,-17,-1,-1004,
2025,2,27,17,52,55,820,100,0,0,0,3,1359,-21,-1,-1004,
2025,2,27,17,52,56,820,100,0,0,0,3,1362,-20,2,-1006,
2025,2,27,17,52,57,820,100,0,0,0,3,1366,-21,1,-1008,
2025,2,27,17,52,58,820,100,0,0,0,3,1373,-18,0,-1007,
2025,2,27,17,52,59,820,100,0,0,0,3,1378,-21,3,-1008,
2025,2,27,17,53,0,820,100,0,0,0,3,1383,-21,3,-1004,
2025,2,27,17,53,1,820,100,0,0,0,3,1388,-19,0,-1009,
