Timestamp,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Acc_X,Acc_Y,Acc_Z,
2025-04-14 11:24:12.054,600,0,1,0,0,1,0,0,-2,-1004,
2025-04-14 11:24:13.053,600,0,1,0,0,1,0,0,-1,-1006,
2025-04-14 11:24:14.051,600,0,0,0,0,1,0,4,0,-1004,
2025-04-14 11:24:15.053,590,0,0,0,0,1,0,2,0,-1006,
2025-04-14 11:24:16.053,600,0,0,0,0,1,0,0,-4,-1007,
2025-04-14 11:24:17.053,660,0,0,0,0,1,0,0,-6,-1007,
2025-04-14 11:24:18.051,730,0,0,0,0,1,0,2,-6,-1005,
2025-04-14 11:24:19.054,740,0,0,0,0,1,0,0,-3,-1007,
2025-04-14 11:24:20.053,760,0,0,0,0,1,0,0,-2,-1005,
2025-04-14 11:24:21.053,790,0,0,0,0,1,0,0,-4,-1011,
2025-04-14 11:24:22.052,840,0,0,0,0,1,0,2,-5,-1007,
2025-04-14 11:24:23.055,870,0,0,0,0,1,0,0,-1,-1006,
2025-04-14 11:24:24.054,920,0,0,0,0,1,0,1,-1,-1006,
2025-04-14 11:24:25.054,950,0,0,0,0,1,0,2,-3,-1007,
2025-04-14 11:24:26.053,870,0,0,0,0,1,0,0,-3,-1004,
2025-04-14 11:24:27.055,810,0,0,0,0,1,0,2,-4,-1005,
2025-04-14 11:24:28.055,800,0,0,0,0,1,0,2,-3,-1005,
2025-04-14 11:24:29.055,800,0,0,0,0,1,0,3,0,-1004,
2025-04-14 11:24:30.054,800,0,0,0,0,1,0,0,-4,-1006,
2025-04-14 11:24:31.057,810,0,0,0,0,1,0,0,-7,-1007,
2025-04-14 11:24:32.056,820,0,0,0,0,1,0,0,-2,-1008,
2025-04-14 11:24:33.055,820,0,0,0,0,1,0,1,-5,-1006,
2025-04-14 11:24:34.055,820,0,0,0,0,1,0,0,-3,-1004,
2025-04-14 11:24:35.058,820,0,0,0,0,1,0,-2,-4,-1004,
2025-04-14 11:24:36.056,820,75,0,0,0,1,0,-1,-4,-998,
2025-04-14 11:24:37.056,810,25,0,0,0,1,0,6,-4,-1001,
2025-04-14 11:24:38.055,800,0,0,0,0,1,0,2,-8,-1005,
2025-04-14 11:24:39.059,800,100,0,0,0,1,0,0,-2,-1008,
2025-04-14 11:24:40.057,800,100,0,0,0,1,0,4,-1,-1007,
2025-04-14 11:24:41.057,790,100,0,0,0,1,0,2,-4,-1002,
2025-04-14 11:24:42.056,790,100,0,0,0,1,0,2,-5,-1003,
2025-04-14 11:24:43.059,790,100,0,0,0,1,0,0,-3,-1008,
2025-04-14 11:24:44.058,780,100,0,0,0,1,0,1,-3,-1011,
2025-04-14 11:24:45.057,780,100,0,0,0,1,0,0,0,-1006,
2025-04-14 11:24:46.057,780,100,0,0,0,1,0,0,-2,-1007,
2025-04-14 11:24:47.060,780,100,0,0,0,1,0,0,-2,-1006,
2025-04-14 11:24:48.059,760,100,0,0,0,1,0,0,-5,-1006,
2025-04-14 11:24:49.058,760,100,0,0,0,1,0,2,0,-1003,
2025-04-14 11:24:50.058,770,100,0,0,0,1,0,2,-5,-1005,
2025-04-14 11:24:51.061,780,100,0,0,0,1,0,0,-5,-1006,
2025-04-14 11:24:52.060,800,100,0,0,0,1,0,0,-1,-1009,
2025-04-14 11:24:53.058,810,100,0,0,0,1,0,0,-3,-1005,
2025-04-14 11:24:54.058,810,100,0,0,0,1,0,4,-2,-1008,
2025-04-14 11:24:55.061,820,100,0,0,0,1,0,0,-6,-1005,
2025-04-14 11:24:56.061,820,100,0,0,0,1,0,0,-4,-1007,
2025-04-14 11:24:57.060,830,100,0,0,0,1,0,0,-2,-1005,
2025-04-14 11:24:58.059,840,100,0,0,0,1,0,0,0,-1004,
2025-04-14 11:24:59.059,840,100,0,0,0,1,0,1,-1,-1005,
2025-04-14 11:25:00.061,850,100,0,0,0,1,0,0,-5,-1008,
2025-04-14 11:25:01.061,860,100,0,0,0,1,0,0,-4,-1006,
2025-04-14 11:25:02.061,860,100,0,0,0,1,0,0,-3,-1008,
2025-04-14 11:25:03.060,870,100,0,0,0,1,0,1,-2,-1006,
2025-04-14 11:25:04.063,870,100,0,0,0,1,0,0,-4,-1006,
2025-04-14 11:25:05.061,870,100,0,0,0,1,0,3,-1,-1006,
2025-04-14 11:25:06.061,860,100,0,0,0,1,0,0,-2,-1008,
2025-04-14 11:25:07.061,850,100,0,0,0,1,0,0,-5,-1009,
2025-04-14 11:25:08.060,850,0,0,0,0,1,0,3,-3,-1004,
2025-04-14 11:25:09.063,830,50,0,0,0,1,0,0,0,-1003,
2025-04-14 11:25:10.062,820,0,0,0,0,1,0,-3,-9,-1007,
2025-04-14 11:25:11.061,810,0,0,0,0,1,0,1,-3,-1004,
2025-04-14 11:25:12.061,800,0,0,0,0,1,0,0,-3,-1005,
2025-04-14 11:25:13.065,790,25,0,0,0,1,0,0,-7,-1005,
2025-04-14 11:25:14.063,790,25,0,0,0,1,0,2,-5,-1006,
2025-04-14 11:25:15.062,790,0,0,0,0,1,0,0,-2,-1005,
2025-04-14 11:25:16.062,800,0,0,0,0,1,0,-5,0,-1003,
2025-04-14 11:25:17.065,810,50,0,0,0,1,0,7,-2,-1004,
2025-04-14 11:25:18.064,810,25,0,0,0,1,0,0,-7,-1005,
2025-04-14 11:25:19.064,810,0,0,0,0,1,0,-9,10,-997,
2025-04-14 11:25:20.063,820,25,0,0,0,1,0,0,-7,-1008,
2025-04-14 11:25:21.065,820,25,0,0,0,1,0,1,-8,-1004,
2025-04-14 11:25:22.065,830,25,0,0,0,1,0,0,-4,-1005,
2025-04-14 11:25:23.064,840,25,0,0,0,1,0,1,-4,-1008,
2025-04-14 11:25:24.067,840,25,0,0,0,1,0,0,-9,-1006,
2025-04-14 11:25:25.065,830,25,0,0,0,1,0,2,-3,-1004,
2025-04-14 11:25:26.065,830,0,0,0,0,1,0,0,-2,-1004,
2025-04-14 11:25:27.065,830,0,0,0,0,1,0,0,-9,-1010,
2025-04-14 11:25:28.068,830,25,0,0,0,1,0,11,0,-1004,
2025-04-14 11:25:29.067,830,25,0,0,0,1,0,0,-1,-1007,
2025-04-14 11:25:30.066,840,25,0,0,0,1,0,1,0,-1003,
2025-04-14 11:25:31.066,850,50,0,0,0,1,0,1,-5,-1006,
2025-04-14 11:25:32.068,850,50,0,0,0,1,0,2,-3,-1004,
2025-04-14 11:25:33.068,860,25,0,0,0,1,0,3,-3,-1005,
2025-04-14 11:25:34.067,860,25,0,0,0,1,0,1,-5,-1007,
2025-04-14 11:25:35.067,870,25,0,0,0,1,0,0,-6,-1005,
2025-04-14 11:25:36.069,870,50,0,0,0,1,0,1,-2,-1004,
2025-04-14 11:25:37.069,880,75,0,0,0,1,0,2,-4,-1007,
2025-04-14 11:25:38.068,890,100,0,0,0,1,0,-1,-4,-1009,
2025-04-14 11:25:39.067,900,50,0,0,0,1,0,3,-4,-1007,
2025-04-14 11:25:40.070,900,50,0,0,0,1,0,5,-2,-1006,
2025-04-14 11:25:41.069,910,50,0,0,0,1,0,4,-2,-1006,
2025-04-14 11:25:42.069,910,50,0,0,0,1,0,0,-5,-1005,
2025-04-14 11:25:43.069,920,75,0,0,0,1,0,0,-2,-1014,
2025-04-14 11:25:44.071,930,75,0,0,0,1,0,1,-1,-1009,
2025-04-14 11:25:45.071,950,50,0,0,0,1,0,0,-4,-1008,
2025-04-14 11:25:46.070,960,50,0,0,0,1,0,4,-2,-1003,
2025-04-14 11:25:47.069,980,50,0,0,0,1,0,2,-11,-1009,
2025-04-14 11:25:48.072,990,50,0,0,0,1,0,-10,-5,-1004,
2025-04-14 11:25:49.072,1000,50,0,0,0,1,0,7,-2,-1007,
2025-04-14 11:25:50.071,1020,50,0,0,0,1,0,0,-1,-1005,
2025-04-14 11:25:51.070,1030,25,0,0,0,1,0,-1,15,-999,
2025-04-14 11:25:52.073,1040,25,0,0,0,1,0,6,-6,-1009,
2025-04-14 11:25:53.073,1050,25,0,0,0,1,0,-3,-6,-1008,
2025-04-14 11:25:54.071,1070,25,0,0,0,1,0,0,-3,-1003,
2025-04-14 11:25:55.071,1080,0,0,0,0,1,0,6,-4,-1004,
2025-04-14 11:25:56.074,1100,0,0,0,0,1,0,7,-1,-1005,
2025-04-14 11:25:57.073,1110,0,0,0,0,1,0,-1,-6,-1006,
2025-04-14 11:25:58.072,1130,0,0,0,0,1,0,3,1,-1000,
2025-04-14 11:25:59.071,1140,0,0,0,0,1,0,0,-3,-1008,
2025-04-14 11:26:00.074,1160,0,0,0,0,1,0,2,-5,-1006,
2025-04-14 11:26:01.074,1170,0,0,0,0,1,0,2,-3,-1006,
2025-04-14 11:26:02.073,1190,0,0,0,0,1,0,2,-3,-1008,
2025-04-14 11:26:03.076,1200,0,0,0,0,1,0,1,-6,-1004,
2025-04-14 11:26:04.075,1200,0,0,0,0,1,0,-3,3,-999,
2025-04-14 11:26:05.075,1210,0,0,0,0,1,0,2,-2,-1004,
2025-04-14 11:26:06.074,1220,0,0,0,0,1,0,1,-5,-1001,
2025-04-14 11:26:07.077,1220,0,0,0,0,1,0,1,-3,-1004,
2025-04-14 11:26:08.076,1210,0,0,0,0,1,0,-3,-1,-1004,
2025-04-14 11:26:09.075,1210,0,0,0,0,1,0,2,-3,-1006,
2025-04-14 11:26:10.074,1210,0,0,0,0,1,0,13,-26,-1014,
2025-04-14 11:26:11.078,1210,0,0,0,0,1,0,15,-14,-1020,
2025-04-14 11:26:12.076,1200,0,0,0,0,1,0,0,-6,-1005,
2025-04-14 11:26:13.076,1200,0,0,0,0,1,0,-8,-3,-1006,
2025-04-14 11:26:14.075,1190,0,0,0,0,1,0,0,-3,-1002,
2025-04-14 11:26:15.078,1180,25,0,0,0,1,0,0,-1,-1003,
2025-04-14 11:26:16.078,1170,75,0,0,0,1,0,0,-4,-1005,
2025-04-14 11:26:17.076,1170,75,0,0,0,3,0,0,-1,-1010,
2025-04-14 11:26:18.077,1170,100,0,0,0,3,0,2,-4,-1007,
2025-04-14 11:26:19.079,1180,25,0,0,0,3,0,1,-4,-1005,
2025-04-14 11:26:20.078,1170,50,0,0,0,3,0,3,-4,-1005,
2025-04-14 11:26:21.078,1170,75,0,0,0,3,0,1,-7,-1007,
2025-04-14 11:26:22.078,1160,100,0,0,0,3,0,1,-1,-1003,
2025-04-14 11:26:23.081,1150,100,0,0,0,3,0,0,-6,-1006,
2025-04-14 11:26:24.079,1140,100,0,0,0,3,0,0,-3,-1006,
2025-04-14 11:26:25.079,1140,100,0,0,0,3,0,0,-2,-1005,
2025-04-14 11:26:26.079,1140,100,0,0,0,3,0,-1,-7,-1005,
2025-04-14 11:26:27.080,1140,100,0,0,0,3,0,3,-7,-1007,
2025-04-14 11:26:28.080,1130,100,0,0,0,3,0,2,-3,-1005,
2025-04-14 11:26:29.079,1120,100,0,0,0,3,0,0,-2,-1006,
2025-04-14 11:26:30.082,1110,100,0,0,0,3,0,2,-5,-1005,
2025-04-14 11:26:31.082,1110,100,0,0,0,3,0,-1,0,-1005,
2025-04-14 11:26:31.101,1100,100,0,0,0,3,0,-1,0,-1005,
2025-04-14 11:26:32.081,1090,100,0,0,0,3,0,0,-3,-1006,
2025-04-14 11:26:33.081,1070,100,0,0,0,3,0,2,-4,-1004,
2025-04-14 11:26:34.084,1050,100,0,0,0,3,0,0,-2,-1006,
2025-04-14 11:26:35.081,1040,100,0,0,0,3,0,2,-4,-1005,
2025-04-14 11:26:36.081,1020,100,0,0,0,3,0,2,0,-1005,
2025-04-14 11:26:37.081,1010,100,0,0,0,3,0,1,-4,-1007,
2025-04-14 11:26:38.084,1000,100,0,0,0,3,0,0,-5,-1005,
2025-04-14 11:26:39.083,990,100,0,0,0,3,0,-1,-1,-1006,
2025-04-14 11:26:40.082,980,100,0,0,0,3,0,3,-5,-1004,
2025-04-14 11:26:41.082,970,100,0,0,0,3,0,2,-37,-1004,
2025-04-14 11:26:42.084,950,100,0,0,0,3,0,1,-1,-1007,
2025-04-14 11:26:43.084,930,100,0,0,0,3,0,0,-6,-1003,
2025-04-14 11:26:44.083,910,100,0,0,0,3,0,0,-1,-1009,
2025-04-14 11:26:45.082,910,100,0,0,0,3,0,0,-2,-1005,
2025-04-14 11:26:46.085,900,100,0,0,0,3,0,0,-4,-1009,
2025-04-14 11:26:47.084,890,100,0,0,0,3,0,0,-1,-1005,
2025-04-14 11:26:48.083,890,100,0,0,0,3,0,0,-4,-1003,
2025-04-14 11:26:49.086,880,100,0,0,0,3,0,0,-4,-1007,
2025-04-14 11:26:50.085,870,100,0,0,0,3,0,2,-2,-1005,
2025-04-14 11:26:51.085,870,100,0,0,0,3,0,2,-4,-1004,
2025-04-14 11:26:52.084,870,100,0,0,0,3,0,1,-5,-1010,
2025-04-14 11:26:53.087,860,100,0,0,0,3,0,-1,-14,-1005,
2025-04-14 11:26:54.086,850,100,0,0,0,3,0,4,-3,-1006,
2025-04-14 11:26:55.085,840,100,0,0,0,3,0,6,0,-1007,
2025-04-14 11:26:56.089,830,100,0,0,0,3,610,0,-3,-1002,
2025-04-14 11:26:57.088,820,100,0,0,0,3,610,0,-2,-1009,
2025-04-14 11:26:58.088,810,100,0,0,0,3,610,4,-4,-1004,
2025-04-14 11:26:59.087,790,100,0,0,0,3,610,2,-3,-1008,
2025-04-14 11:27:00.086,780,100,0,0,0,3,610,0,-4,-1004,
2025-04-14 11:27:01.088,780,100,0,0,0,3,610,0,-5,-1009,
2025-04-14 11:27:02.088,770,100,0,0,0,3,610,1,-4,-1006,
2025-04-14 11:27:03.087,770,100,0,0,0,3,610,-1,-5,-1006,
2025-04-14 11:27:04.090,780,100,0,0,0,3,610,0,-4,-1006,
2025-04-14 11:27:05.090,780,100,0,0,0,3,610,3,-4,-1007,
2025-04-14 11:27:06.089,790,100,0,0,0,3,610,-2,-5,-1005,
2025-04-14 11:27:07.087,790,100,0,0,0,3,610,0,-5,-1004,
2025-04-14 11:27:08.090,780,100,0,0,0,3,610,3,-2,-1007,
2025-04-14 11:27:09.090,780,100,0,0,0,3,610,0,-2,-1006,
2025-04-14 11:27:10.089,770,100,0,0,0,3,610,2,0,-1005,
2025-04-14 11:27:11.088,760,100,0,0,0,3,610,0,-1,-1007,
2025-04-14 11:27:12.092,750,100,0,0,0,3,610,0,-5,-1006,
2025-04-14 11:27:13.091,740,100,0,0,0,3,610,3,-9,-1008,
2025-04-14 11:27:14.091,730,100,0,0,0,3,610,2,-2,-1010,
2025-04-14 11:27:15.089,720,100,0,0,0,3,610,2,-1,-1005,
2025-04-14 11:27:16.093,710,100,0,0,0,3,610,0,-3,-1006,
2025-04-14 11:27:17.092,700,100,0,0,0,3,610,2,0,-1004,
2025-04-14 11:27:18.091,690,100,0,0,0,3,610,-1,-1,-1008,
2025-04-14 11:27:19.093,680,100,0,0,0,3,610,1,0,-1006,
2025-04-14 11:27:20.094,680,100,0,0,0,3,610,-2,-5,-1008,
2025-04-14 11:27:21.092,670,100,0,0,0,3,610,0,-5,-1006,
2025-04-14 11:27:22.096,670,100,0,0,0,3,610,1,-5,-1006,
2025-04-14 11:27:23.095,670,100,0,0,0,3,610,0,-4,-1006,
2025-04-14 11:27:24.094,680,100,0,0,0,3,610,2,-4,-1001,
2025-04-14 11:27:25.093,680,100,0,0,0,3,610,-1,-4,-1006,
2025-04-14 11:27:26.096,680,100,0,0,0,3,610,-1,-5,-1006,
2025-04-14 11:27:27.095,680,100,0,0,0,3,610,4,4,-1016,
2025-04-14 11:27:28.094,680,100,0,0,0,3,610,-5,56,-1010,
2025-04-14 11:27:29.097,690,100,0,0,0,3,610,-4,-12,-1006,
2025-04-14 11:27:30.096,690,100,0,0,0,3,610,1,-12,-1004,
2025-04-14 11:27:31.095,690,100,0,0,0,3,610,0,-4,-1005,
2025-04-14 11:27:32.097,690,100,0,0,0,3,610,2,-11,-1006,
2025-04-14 11:27:33.097,690,100,0,0,0,3,610,-2,-1,-1007,
2025-04-14 11:27:34.097,680,100,0,0,0,3,610,4,-5,-1008,
2025-04-14 11:27:35.096,680,100,0,0,0,3,610,-6,1,-1003,
2025-04-14 11:27:36.098,680,100,0,0,0,3,610,10,-4,-1007,
2025-04-14 11:27:37.098,680,100,0,0,0,3,610,-1,-1,-1005,
2025-04-14 11:27:38.097,690,100,0,0,0,3,610,-1,-4,-1007,
2025-04-14 11:27:39.100,690,100,0,0,0,3,610,1,-6,-1008,
2025-04-14 11:27:40.099,690,100,0,0,0,3,610,0,-8,-1002,
2025-04-14 11:27:41.099,700,0,0,0,0,3,610,0,-2,-1005,
2025-04-14 11:27:42.098,700,75,0,0,0,3,610,-61,-8,-1004,
2025-04-14 11:27:43.102,700,100,0,0,0,3,610,-1,-2,-1004,
2025-04-14 11:27:44.101,700,100,0,0,0,3,610,-2,-7,-1004,
2025-04-14 11:27:45.100,700,100,0,0,0,3,610,3,-3,-1005,
2025-04-14 11:27:46.098,710,100,0,0,0,3,610,2,-4,-1005,
2025-04-14 11:27:47.102,710,100,0,0,0,3,610,0,-4,-1006,
2025-04-14 11:27:48.101,720,100,0,0,0,3,610,2,-2,-1007,
2025-04-14 11:27:49.100,720,100,0,0,0,3,610,0,-2,-1004,
2025-04-14 11:27:50.103,720,100,0,0,0,3,610,1,-2,-1006,
2025-04-14 11:27:51.102,720,100,0,0,0,3,610,1,-2,-1004,
2025-04-14 11:27:52.101,700,100,0,0,0,3,610,0,-5,-1006,
2025-04-14 11:27:53.101,680,100,0,0,0,3,610,-1,-4,-1005,
2025-04-14 11:27:54.104,670,100,0,0,0,3,610,0,-2,-1007,
