Timestamp,PPG1,PPG2,PPG3,PPG4,PPG5
2025-05-22 12:21:49.649,93236,19949,19858,76867,100122
2025-05-22 12:21:49.688,93247,19947,19843,76856,100125
2025-05-22 12:21:49.690,93251,19955,19845,76870,100131
2025-05-22 12:21:49.691,93277,19965,19850,76903,100161
2025-05-22 12:21:49.692,93272,19970,19858,76924,100194
2025-05-22 12:21:49.694,93274,19962,19861,76926,100200
2025-05-22 12:21:49.695,93277,19969,19857,76942,100200
2025-05-22 12:21:49.696,93292,19966,19856,76919,100212
2025-05-22 12:21:49.698,93304,19979,19863,76937,100201
2025-05-22 12:21:49.699,93303,19982,19870,76915,100189
2025-05-22 12:21:49.700,93319,19986,19878,76900,100174
2025-05-22 12:21:49.702,93333,19985,19892,76893,100157
2025-05-22 12:21:49.703,93337,19990,19901,76861,100136
2025-05-22 12:21:49.705,93331,19971,19905,76825,100095
2025-05-22 12:21:49.707,93323,19954,19895,76779,100028
2025-05-22 12:21:49.708,93308,19948,19887,76733,99980
2025-05-22 12:21:49.709,93271,19934,19877,76701,99957
2025-05-22 12:21:49.710,93264,19917,19861,76685,99927
2025-05-22 12:21:49.711,93233,19910,19840,76672,99905
2025-05-22 12:21:49.712,93198,19902,19815,76681,99904
2025-05-22 12:21:49.713,93185,19908,19801,76691,99931
2025-05-22 12:21:49.714,93176,19911,19801,76703,99960
2025-05-22 12:21:49.723,93163,19914,19804,76727,99970
2025-05-22 12:21:49.732,93171,19918,19812,76750,99994
2025-05-22 12:21:50.234,93182,19916,19822,76762,100007
2025-05-22 12:21:50.236,93168,19925,19836,76758,100007
2025-05-22 12:21:50.237,93190,19932,19847,76767,100023
2025-05-22 12:21:50.240,93185,19940,19867,76804,100030
2025-05-22 12:21:50.241,93190,19934,19887,76813,100057
2025-05-22 12:21:50.243,93168,19923,19880,76810,100050
2025-05-22 12:21:50.245,93165,19919,19861,76803,100048
2025-05-22 12:21:50.246,93157,19911,19853,76762,100008
2025-05-22 12:21:50.248,93172,19885,19842,76731,99967
2025-05-22 12:21:50.249,93176,19893,19836,76710,99937
2025-05-22 12:21:50.251,93191,19884,19835,76684,99907
2025-05-22 12:21:50.253,93202,19888,19831,76657,99871
2025-05-22 12:21:50.255,93217,19880,19831,76634,99858
2025-05-22 12:21:50.257,93243,19890,19840,76600,99802
2025-05-22 12:21:50.260,93266,19893,19852,76601,99808
2025-05-22 12:21:50.262,93282,19903,19870,76591,99786
2025-05-22 12:21:50.265,93291,19900,19869,76584,99786
2025-05-22 12:21:50.267,93316,19909,19879,76556,99759
2025-05-22 12:21:50.269,93312,19917,19881,76553,99769
2025-05-22 12:21:50.271,93312,19933,19899,76570,99785
2025-05-22 12:21:50.272,93323,19950,19919,76594,99818
2025-05-22 12:21:50.274,93321,19956,19935,76624,99839
2025-05-22 12:21:50.275,93309,19963,19957,76625,99870
2025-05-22 12:21:50.276,93305,19975,19972,76649,99882
2025-05-22 12:21:50.277,93300,19981,19981,76660,99907
2025-05-22 12:21:50.278,93314,19999,19996,76709,99947
2025-05-22 12:21:50.278,93317,20004,20023,76743,99997
2025-05-22 12:21:50.294,93334,20024,20033,76764,100027
2025-05-22 12:21:50.295,93352,20024,20047,76768,100014
2025-05-22 12:21:50.296,93370,20032,20048,76784,100025
2025-05-22 12:21:50.297,93392,20044,20060,76793,100028
2025-05-22 12:21:50.297,93392,20045,20073,76806,100046
2025-05-22 12:21:50.298,93386,20048,20072,76805,100052
2025-05-22 12:21:50.299,93374,20035,20068,76807,100056
2025-05-22 12:21:50.299,93355,20040,20049,76797,100063
2025-05-22 12:21:50.300,93336,20032,20028,76783,100043
2025-05-22 12:21:50.300,93334,20029,20019,76790,100025
2025-05-22 12:21:50.301,93320,20028,20006,76786,100026
2025-05-22 12:21:50.302,93303,20026,19993,76778,100033
2025-05-22 12:21:50.302,93303,20026,19993,76778,100033
2025-05-22 12:21:50.303,93249,19993,19938,76727,99979
2025-05-22 12:21:50.304,93244,19992,19917,76704,99955
2025-05-22 12:21:50.305,93220,19985,19897,76722,99958
2025-05-22 12:21:50.306,93230,20000,19889,76738,99979
2025-05-22 12:21:50.307,93221,20019,19889,76769,100028
2025-05-22 12:21:50.308,93230,20031,19888,76812,100070
2025-05-22 12:21:50.309,93239,20039,19894,76833,100114
2025-05-22 12:21:50.310,93228,20048,19891,76863,100151
2025-05-22 12:21:50.311,93216,20059,19904,76881,100159
2025-05-22 12:21:50.312,93203,20068,19914,76893,100184
2025-05-22 12:21:50.313,93138,20050,19904,76909,100192
2025-05-22 12:21:50.315,93059,20042,19884,76895,100185
2025-05-22 12:21:50.317,92947,20021,19855,76900,100184
2025-05-22 12:21:50.318,92855,19987,19811,76890,100163
2025-05-22 12:21:50.319,92777,19967,19769,76896,100143
2025-05-22 12:21:50.320,92699,19945,19732,76906,100150
2025-05-22 12:21:50.321,92640,19918,19695,76909,100149
2025-05-22 12:21:50.322,92582,19903,19653,76923,100155
2025-05-22 12:21:50.323,92543,19876,19634,76936,100171
2025-05-22 12:21:50.328,92520,19855,19606,76928,100174
2025-05-22 12:21:50.336,92497,19839,19587,76940,100165
2025-05-22 12:21:50.361,92475,19813,19563,76950,100162
2025-05-22 12:21:50.363,92466,19811,19534,76953,100162
2025-05-22 12:21:50.368,92472,19799,19511,76961,100169
2025-05-22 12:21:50.376,92493,19791,19499,76975,100195
2025-05-22 12:21:50.387,92509,19783,19490,77006,100215
2025-05-22 12:21:50.395,92531,19778,19488,77006,100216
2025-05-22 12:21:50.408,92563,19777,19492,76995,100198
2025-05-22 12:21:50.431,92582,19784,19486,76994,100198
2025-05-22 12:21:50.432,92601,19780,19495,76983,100183
2025-05-22 12:21:50.435,92624,19788,19495,76980,100201
2025-05-22 12:21:50.448,92643,19789,19508,76992,100212
2025-05-22 12:21:50.455,92657,19796,19508,76993,100217
2025-05-22 12:21:50.469,92699,19800,19516,76995,100209
2025-05-22 12:21:50.476,92706,19811,19518,76989,100212
2025-05-22 12:21:50.498,92745,19828,19527,77013,100230
2025-05-22 12:21:50.500,92749,19815,19525,77031,100266
2025-05-22 12:21:50.508,92735,19805,19512,77013,100251
2025-05-22 12:21:50.515,92723,19806,19473,76992,100241
2025-05-22 12:21:50.528,92730,19808,19455,76980,100233
2025-05-22 12:21:50.536,92748,19808,19448,76977,100234
2025-05-22 12:21:50.566,92744,19804,19452,76972,100246
2025-05-22 12:21:50.568,92755,19822,19454,76973,100252
2025-05-22 12:21:50.569,92759,19821,19460,76961,100253
2025-05-22 12:21:50.576,92762,19827,19461,76954,100236
2025-05-22 12:21:50.588,92749,19839,19475,76979,100249
2025-05-22 12:21:50.595,92729,19846,19490,76988,100277
2025-05-22 12:21:50.608,92752,19849,19489,77006,100293
2025-05-22 12:21:50.634,92731,19859,19521,77024,100298
2025-05-22 12:21:50.635,92749,19855,19527,77018,100297
2025-05-22 12:21:50.639,92732,19838,19533,77008,100275
2025-05-22 12:21:50.648,92718,19829,19531,76974,100246
2025-05-22 12:21:50.659,92704,19823,19518,76963,100221
2025-05-22 12:21:50.668,92699,19821,19511,76964,100237
2025-05-22 12:21:50.679,92711,19822,19514,76990,100260
2025-05-22 12:21:50.700,92711,19838,19516,77010,100261
2025-05-22 12:21:50.702,92713,19836,19515,77022,100291
2025-05-22 12:21:50.708,92725,19843,19522,77044,100311
2025-05-22 12:21:50.720,92748,19842,19515,77041,100314
2025-05-22 12:21:50.727,92762,19846,19528,77049,100320
2025-05-22 12:21:50.739,92777,19849,19541,77035,100311
2025-05-22 12:21:50.748,92794,19854,19544,77004,100276
2025-05-22 12:21:50.768,92811,19853,19546,76997,100264
2025-05-22 12:21:50.769,92834,19864,19554,76995,100267
2025-05-22 12:21:50.780,92867,19878,19572,77022,100297
2025-05-22 12:21:50.788,92914,19895,19591,77032,100304
2025-05-22 12:21:50.800,92946,19907,19617,77032,100326
2025-05-22 12:21:50.808,92966,19910,19635,77022,100314
2025-05-22 12:21:50.839,92997,19912,19641,77009,100292
2025-05-22 12:21:50.840,93001,19927,19632,76997,100283
2025-05-22 12:21:50.842,93011,19943,19656,76998,100307
2025-05-22 12:21:50.847,93020,19948,19660,77025,100355
2025-05-22 12:21:50.860,93017,19968,19677,77063,100384
2025-05-22 12:21:50.868,93005,19972,19686,77089,100419
2025-05-22 12:21:50.879,93000,19977,19696,77107,100452
2025-05-22 12:21:50.908,92984,20003,19710,77157,100497
2025-05-22 12:21:50.909,92977,20006,19715,77194,100539
