year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Acc_X,Acc_Y,Acc_Z,Unnamed: 11
2025,2,26,16,10,51,850,25,0,0,0,1,0,-14,17,-1009,
2025,2,26,16,10,53,840,25,0,0,0,1,0,-13,23,-1007,
2025,2,26,16,10,53,840,25,0,0,0,1,0,-12,23,-1009,
2025,2,26,16,10,54,840,25,0,0,0,1,0,-12,19,-1009,
2025,2,26,16,10,55,840,0,0,0,0,1,0,-15,19,-1005,
2025,2,26,16,10,56,850,0,0,0,0,1,0,-11,19,-1009,
2025,2,26,16,10,57,850,0,0,0,0,1,0,-6,16,-1010,
2025,2,26,16,10,58,850,0,0,0,0,1,0,-14,19,-1005,
2025,2,26,16,10,59,860,0,0,0,0,1,0,-19,-10,-1006,
2025,2,26,16,11,0,860,0,0,0,0,1,0,-17,23,-1007,
2025,2,26,16,11,1,860,0,0,0,0,1,0,-20,20,-1004,
2025,2,26,16,11,2,870,0,0,0,0,1,0,-16,21,-1006,
2025,2,26,16,11,3,900,0,0,0,0,1,0,-78,6,-1009,
2025,2,26,16,11,4,910,0,0,0,0,1,0,-16,18,-1007,
2025,2,26,16,11,5,920,0,0,0,0,1,0,-17,19,-1010,
2025,2,26,16,11,6,930,0,0,0,0,1,0,-19,18,-1006,
2025,2,26,16,11,7,940,0,0,0,0,1,0,-18,21,-1009,
2025,2,26,16,11,8,950,0,0,0,0,3,0,-19,-16,-1006,
2025,2,26,16,11,9,960,0,0,0,0,3,0,-14,21,-1012,
2025,2,26,16,11,10,960,0,0,0,0,3,0,-18,19,-1007,
2025,2,26,16,11,11,970,0,0,0,0,3,0,-18,18,-1006,
2025,2,26,16,11,12,980,0,0,0,0,3,0,-15,18,-1004,
2025,2,26,16,11,13,990,75,0,0,0,3,0,-16,18,-1006,
2025,2,26,16,11,14,990,75,0,0,0,3,0,-18,18,-1007,
2025,2,26,16,11,15,990,100,0,0,0,3,0,-17,23,-1010,
2025,2,26,16,11,16,1000,100,0,0,0,3,0,-18,20,-1011,
2025,2,26,16,11,17,1000,100,0,0,0,3,0,-22,17,-1012,
2025,2,26,16,11,18,1010,100,0,0,0,3,0,-18,20,-1006,
2025,2,26,16,11,19,1020,100,0,0,0,3,0,-19,22,-1011,
2025,2,26,16,11,20,1020,100,0,0,0,3,0,-22,21,-1000,
2025,2,26,16,11,21,1020,100,0,0,0,3,0,-18,19,-1009,
2025,2,26,16,11,22,1010,100,0,0,0,3,0,-18,21,-1012,
2025,2,26,16,11,23,1000,100,0,0,0,3,0,-18,19,-1010,
2025,2,26,16,11,24,990,100,0,0,0,3,0,-16,20,-1005,
2025,2,26,16,11,25,980,100,0,0,0,3,0,-19,18,-1010,
2025,2,26,16,11,26,960,100,0,0,0,3,0,-19,18,-1008,
