year,month,day,hour,minute,second,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Acc_X,Acc_Y,Acc_Z,Unnamed: 11
2025,2,26,16,52,55,600,0,1,0,0,2,0,924,259,291,
2025,2,26,16,52,56,600,0,0,0,0,2,0,929,207,300,
2025,2,26,16,52,57,590,0,0,0,0,3,0,939,222,281,
2025,2,26,16,52,58,590,0,0,0,0,3,0,939,244,288,
2025,2,26,16,52,59,600,0,0,0,0,3,0,928,242,255,
2025,2,26,16,53,0,650,0,0,0,0,3,0,932,257,286,
2025,2,26,16,53,1,710,0,0,0,0,3,0,923,250,295,
2025,2,26,16,53,2,770,0,0,0,0,3,0,925,229,290,
2025,2,26,16,53,3,820,50,0,0,0,3,0,923,271,298,
2025,2,26,16,53,4,820,50,0,0,0,3,0,943,261,304,
2025,2,26,16,53,5,820,50,0,0,0,3,0,929,239,311,
2025,2,26,16,53,6,850,50,0,0,0,3,0,925,257,296,
2025,2,26,16,53,7,920,100,0,0,0,3,0,916,272,290,
2025,2,26,16,53,8,950,100,0,0,0,3,0,932,267,282,
2025,2,26,16,53,9,940,100,0,0,0,3,0,925,250,281,
2025,2,26,16,53,10,920,100,0,0,0,3,0,935,238,286,
2025,2,26,16,53,11,910,100,0,0,0,3,0,925,257,282,
2025,2,26,16,53,12,900,100,0,0,0,3,0,926,266,293,
2025,2,26,16,53,13,890,100,0,0,0,3,0,922,261,292,
2025,2,26,16,53,14,890,100,0,0,0,3,0,907,272,296,
2025,2,26,16,53,15,890,100,0,0,0,3,0,953,269,291,
2025,2,26,16,53,16,890,100,0,0,0,3,584,938,203,307,
2025,2,26,16,53,17,890,100,0,0,0,3,584,917,226,340,
2025,2,26,16,53,18,890,100,0,0,0,3,584,927,265,325,
2025,2,26,16,53,19,890,100,0,0,0,3,584,964,211,310,
2025,2,26,16,53,20,890,100,0,0,0,3,588,924,239,310,
2025,2,26,16,53,21,900,100,0,0,0,3,592,921,220,319,
2025,2,26,16,53,22,900,100,0,0,0,3,598,898,302,290,
2025,2,26,16,53,23,900,100,0,0,0,3,611,929,271,311,
2025,2,26,16,53,24,900,100,0,0,0,3,617,960,215,226,
2025,2,26,16,53,25,910,75,0,0,0,3,622,912,277,284,
2025,2,26,16,53,26,910,75,0,0,0,3,622,835,236,341,
2025,2,26,16,53,27,910,75,0,0,0,3,622,889,328,327,
