Timestamp,HR,HR_conf,Activity,walk_stp,run_stp,scd,r,Acc_X,Acc_Y,Acc_Z,
2025-04-11 09:43:40.099,690,100,0,0,0,1,0,0,15,-1005,
2025-04-11 09:43:41.175,690,100,0,0,0,1,0,0,18,-1006,
2025-04-11 09:43:41.923,690,100,0,0,0,1,0,0,12,-1005,
2025-04-11 09:43:42.933,700,100,0,0,0,1,0,-2,17,-1008,
2025-04-11 09:43:43.927,700,100,0,0,0,1,0,-2,15,-1001,
2025-04-11 09:43:44.924,710,100,0,0,0,1,0,-3,13,-1001,
2025-04-11 09:43:45.921,710,100,0,0,0,1,0,-1,14,-1003,
2025-04-11 09:43:46.920,700,100,0,0,0,1,0,0,14,-1007,
2025-04-11 09:43:47.921,700,100,0,0,0,1,0,-2,12,-1006,
2025-04-11 09:43:48.919,710,100,0,0,0,1,0,0,15,-1006,
2025-04-11 09:43:49.921,720,100,0,0,0,1,0,-1,14,-1006,
2025-04-11 09:43:50.921,730,100,0,0,0,1,0,-2,18,-1007,
2025-04-11 09:43:51.921,740,100,0,0,0,1,0,0,14,-1007,
2025-04-11 09:43:52.920,740,100,0,0,0,1,0,-2,15,-1007,
2025-04-11 09:43:53.919,750,100,0,0,0,1,0,-2,15,-1007,
2025-04-11 09:43:54.922,750,100,0,0,0,1,0,-1,16,-1008,
2025-04-11 09:43:55.922,760,100,0,0,0,1,0,-2,17,-1003,
2025-04-11 09:43:56.921,760,100,0,0,0,1,0,-2,11,-1007,
2025-04-11 09:43:57.920,770,100,0,0,0,1,0,3,18,-1001,
2025-04-11 09:43:58.920,770,100,0,0,0,1,0,0,15,-997,
2025-04-11 09:43:59.919,770,100,0,0,0,1,0,-2,15,-1006,
2025-04-11 09:44:00.921,770,100,0,0,0,1,0,0,11,-1007,
2025-04-11 09:44:01.922,770,100,0,0,0,1,0,0,15,-1003,
2025-04-11 09:44:02.921,760,100,0,0,0,1,0,0,19,-1011,
2025-04-11 09:44:03.920,760,100,0,0,0,1,0,-9,14,-1015,
2025-04-11 09:44:04.920,760,100,0,0,0,1,0,0,13,-1005,
2025-04-11 09:44:05.922,760,100,0,0,0,1,0,-8,17,-998,
2025-04-11 09:44:06.920,770,100,0,0,0,1,0,-2,16,-1011,
2025-04-11 09:44:07.920,770,100,0,0,0,1,0,-2,13,-1007,
2025-04-11 09:44:08.920,780,100,0,0,0,1,0,0,16,-1005,
2025-04-11 09:44:09.919,800,100,0,0,0,1,0,-2,14,-1006,
2025-04-11 09:44:10.923,810,100,0,0,0,1,0,0,13,-1006,
2025-04-11 09:44:11.922,820,100,0,0,0,1,0,-1,20,-1003,
2025-04-11 09:44:12.920,830,0,0,0,0,1,0,-2,14,-1009,
2025-04-11 09:44:13.919,840,25,0,0,0,1,0,0,13,-1005,
2025-04-11 09:44:14.919,840,50,0,0,0,1,0,0,17,-1004,
2025-04-11 09:44:15.923,840,50,0,0,0,1,0,0,15,-1004,
2025-04-11 09:44:16.922,850,50,0,0,0,1,0,0,18,-1004,
2025-04-11 09:44:17.920,850,75,0,0,0,1,0,0,15,-1004,
2025-04-11 09:44:18.921,850,75,0,0,0,1,0,0,12,-1003,
2025-04-11 09:44:19.920,860,75,0,0,0,1,0,0,16,-998,
2025-04-11 09:44:20.920,860,75,0,0,0,1,0,1,17,-1006,
2025-04-11 09:44:21.923,860,75,0,0,0,1,0,0,17,-1006,
2025-04-11 09:44:22.921,860,75,0,0,0,1,0,0,17,-1004,
2025-04-11 09:44:23.920,860,75,0,0,0,1,0,-2,15,-1006,
2025-04-11 09:44:24.920,860,75,0,0,0,1,0,-3,16,-1001,
2025-04-11 09:44:25.920,850,50,0,0,0,1,0,0,15,-1006,
2025-04-11 09:44:26.922,840,25,0,0,0,1,0,2,21,-1002,
2025-04-11 09:44:27.921,830,25,0,0,0,1,0,0,12,-1008,
2025-04-11 09:44:28.920,830,50,0,0,0,1,0,0,16,-1007,
2025-04-11 09:44:29.920,830,25,0,0,0,1,0,1,18,-998,
2025-04-11 09:44:30.919,830,0,0,0,0,1,0,-1,11,-1005,
2025-04-11 09:44:31.922,830,25,0,0,0,1,0,-1,11,-1007,
2025-04-11 09:44:32.921,830,0,0,0,0,1,0,2,14,-1004,
2025-04-11 09:44:33.920,840,0,0,0,0,1,0,-1,15,-1005,
2025-04-11 09:44:34.919,840,0,0,0,0,1,0,1,16,-1007,
2025-04-11 09:44:35.919,840,0,0,0,0,1,0,-1,13,-1009,
2025-04-11 09:44:36.922,840,0,0,0,0,1,0,-2,15,-1002,
2025-04-11 09:44:37.921,840,0,0,0,0,1,0,-1,15,-1011,
2025-04-11 09:44:38.921,840,0,0,0,0,1,0,-2,16,-1004,
2025-04-11 09:44:39.919,840,0,0,0,0,1,0,-1,15,-1007,
2025-04-11 09:44:40.919,830,0,0,0,0,1,0,0,12,-1005,
2025-04-11 09:44:41.923,820,0,0,0,0,1,0,0,13,-1006,
2025-04-11 09:44:42.922,810,50,0,0,0,1,0,0,13,-1007,
2025-04-11 09:44:43.921,810,0,0,0,0,1,0,0,15,-1007,
2025-04-11 09:44:44.921,800,25,0,0,0,1,0,-1,17,-1005,
2025-04-11 09:44:45.920,800,25,0,0,0,1,0,0,17,-1005,
2025-04-11 09:44:46.923,800,25,0,0,0,1,0,-2,14,-1006,
2025-04-11 09:44:47.921,800,25,0,0,0,1,0,-1,16,-1005,
2025-04-11 09:44:48.920,810,25,0,0,0,1,0,0,13,-1001,
2025-04-11 09:44:49.919,810,25,0,0,0,1,0,0,17,-1004,
2025-04-11 09:44:50.919,810,50,0,0,0,1,0,0,16,-1009,
2025-04-11 09:44:51.922,820,25,0,0,0,1,0,-4,15,-1008,
2025-04-11 09:44:52.921,830,25,0,0,0,1,0,0,17,-1005,
2025-04-11 09:44:53.920,830,25,0,0,0,1,0,0,15,-1003,
2025-04-11 09:44:54.920,840,25,0,0,0,1,0,-1,8,-999,
2025-04-11 09:44:55.919,840,25,0,0,0,1,0,-98,252,-1009,
2025-04-11 09:44:56.922,850,25,0,0,0,1,0,-5,8,-1010,
2025-04-11 09:44:57.921,840,0,0,0,0,1,0,-6,6,-1002,
2025-04-11 09:44:58.921,850,0,0,0,0,1,0,-2,6,-1004,
2025-04-11 09:44:59.920,850,0,0,0,0,1,0,-5,2,-1004,
2025-04-11 09:45:00.919,850,0,0,0,0,3,0,-5,5,-1006,
2025-04-11 09:45:01.921,860,0,0,0,0,3,0,-3,3,-1005,
2025-04-11 09:45:02.921,870,0,0,0,0,3,0,-4,7,-1006,
2025-04-11 09:45:03.920,870,0,0,0,0,3,0,-4,0,-1006,
2025-04-11 09:45:04.920,860,75,0,0,0,3,0,-3,8,-1004,
2025-04-11 09:45:05.919,860,75,0,0,0,3,0,-5,4,-1006,
2025-04-11 09:45:06.921,850,100,0,0,0,3,0,-8,6,-1007,
2025-04-11 09:45:07.921,840,100,0,0,0,3,0,-5,5,-1002,
2025-04-11 09:45:08.921,840,100,0,0,0,3,0,-5,5,-1004,
2025-04-11 09:45:09.919,830,100,0,0,0,3,0,-5,7,-1006,
2025-04-11 09:45:10.921,820,100,0,0,0,3,0,-4,7,-1008,
2025-04-11 09:45:11.921,810,100,0,0,0,3,0,-6,6,-1007,
2025-04-11 09:45:12.920,810,100,0,0,0,3,0,-5,3,-1006,
2025-04-11 09:45:13.920,810,100,0,0,0,3,0,-6,5,-1006,
2025-04-11 09:45:14.919,810,100,0,0,0,3,0,-4,7,-1005,
2025-04-11 09:45:15.922,810,100,0,0,0,3,0,-3,5,-1007,
2025-04-11 09:45:16.921,800,100,0,0,0,3,0,-6,5,-1007,
2025-04-11 09:45:17.920,790,100,0,0,0,3,0,-8,5,-1005,
2025-04-11 09:45:18.919,780,100,0,0,0,3,0,-5,5,-1008,
2025-04-11 09:45:19.923,780,100,0,0,0,3,0,-5,5,-1006,
2025-04-11 09:45:20.922,770,100,0,0,0,3,0,-4,4,-1011,
2025-04-11 09:45:21.921,770,100,0,0,0,3,0,-3,8,-1005,
2025-04-11 09:45:22.920,760,100,0,0,0,3,0,-3,6,-1003,
2025-04-11 09:45:23.919,770,100,0,0,0,3,0,-4,6,-1006,
2025-04-11 09:45:24.922,760,100,0,0,0,3,584,-5,5,-1007,
2025-04-11 09:45:25.922,760,100,0,0,0,3,591,-3,6,-1008,
2025-04-11 09:45:26.921,760,100,0,0,0,3,639,-4,6,-1004,
2025-04-11 09:45:27.919,760,100,0,0,0,3,740,-5,2,-1005,
2025-04-11 09:45:28.923,750,100,0,0,0,3,870,-6,6,-1005,
2025-04-11 09:45:29.921,750,100,0,0,0,3,983,-8,2,-1006,
2025-04-11 09:45:30.920,750,100,0,0,0,3,1074,-2,5,-1000,
2025-04-11 09:45:31.921,740,100,0,0,0,3,1145,-2,3,-1006,
2025-04-11 09:45:32.919,740,100,0,0,0,3,1199,-4,3,-1007,
2025-04-11 09:45:33.923,740,100,0,0,0,3,1239,-4,9,-1002,
2025-04-11 09:45:33.940,750,100,0,0,0,3,1260,-4,9,-1002,
2025-04-11 09:45:34.921,750,100,0,0,0,3,1260,-4,3,-1003,
2025-04-11 09:45:35.921,760,100,0,0,0,3,1260,-5,3,-1006,
2025-04-11 09:45:36.921,760,100,0,0,0,3,1260,-6,2,-1008,
2025-04-11 09:45:37.919,760,100,0,0,0,3,1260,-4,7,-1002,
2025-04-11 09:45:38.922,770,100,0,0,0,3,1277,-3,4,-1000,
2025-04-11 09:45:39.922,770,100,0,0,0,3,1291,-3,11,-1006,
2025-04-11 09:45:40.921,770,100,0,0,0,3,1304,-3,6,-1005,
2025-04-11 09:45:41.920,770,100,0,0,0,3,1316,-3,5,-1005,
2025-04-11 09:45:42.923,780,100,0,0,0,3,1327,-4,3,-1005,
2025-04-11 09:45:43.922,780,100,0,0,0,3,1337,-5,7,-1008,
2025-04-11 09:45:44.921,790,100,0,0,0,3,1337,-5,2,-1006,
2025-04-11 09:45:45.920,790,100,0,0,0,3,1337,-5,6,-1004,
2025-04-11 09:45:46.923,790,100,0,0,0,3,1337,-3,4,-1005,
2025-04-11 09:45:47.923,800,100,0,0,0,3,1337,-5,4,-1006,
2025-04-11 09:45:48.921,800,100,0,0,0,3,1337,-3,2,-1002,
2025-04-11 09:45:49.920,800,100,0,0,0,3,1337,-2,7,-1006,
2025-04-11 09:45:50.920,800,100,0,0,0,3,1337,-5,3,-1005,
2025-04-11 09:45:51.923,800,100,0,0,0,3,1337,-3,7,-1004,
2025-04-11 09:45:52.921,800,100,0,0,0,3,1337,-4,6,-1005,
2025-04-11 09:45:53.921,800,100,0,0,0,3,1337,-6,6,-1006,
2025-04-11 09:45:54.920,800,100,0,0,0,3,1337,-3,2,-1003,
2025-04-11 09:45:55.920,800,100,0,0,0,3,1337,-5,4,-1006,
2025-04-11 09:45:56.922,800,100,0,0,0,3,1337,-4,5,-1006,
2025-04-11 09:45:57.921,800,100,0,0,0,3,1337,-5,7,-1006,
2025-04-11 09:45:58.920,790,100,0,0,0,3,1357,-5,6,-1008,
2025-04-11 09:45:59.920,790,100,0,0,0,3,1375,-2,6,-1004,
2025-04-11 09:46:00.923,790,100,0,0,0,3,1394,-5,3,-1007,
2025-04-11 09:46:01.922,780,100,0,0,0,3,1394,-1,5,-1004,
2025-04-11 09:46:02.922,780,100,0,0,0,3,1394,-2,4,-1006,
2025-04-11 09:46:03.921,770,100,0,0,0,3,1394,-1,3,-1005,
2025-04-11 09:46:04.921,770,100,0,0,0,3,1394,-2,2,-1005,
2025-04-11 09:46:05.923,770,100,0,0,0,3,1394,-6,5,-1006,
2025-04-11 09:46:06.922,760,100,0,0,0,3,1394,-2,5,-1004,
2025-04-11 09:46:07.921,760,100,0,0,0,3,1394,-5,3,-1002,
2025-04-11 09:46:08.921,760,100,0,0,0,3,1414,-4,5,-1007,
2025-04-11 09:46:09.920,750,100,0,0,0,3,1435,-8,6,-1007,
2025-04-11 09:46:10.923,750,100,0,0,0,3,1435,-2,6,-1010,
2025-04-11 09:46:11.921,750,100,0,0,0,3,1435,-9,6,-1002,
2025-04-11 09:46:12.921,750,100,0,0,0,3,1435,-5,5,-1005,
2025-04-11 09:46:13.921,750,100,0,0,0,3,1435,-2,3,-1006,
2025-04-11 09:46:14.921,740,100,0,0,0,3,1435,-3,7,-1004,
2025-04-11 09:46:15.923,740,100,0,0,0,3,1435,-5,6,-1006,
2025-04-11 09:46:16.922,730,100,0,0,0,3,1435,-1,1,-1006,
2025-04-11 09:46:17.920,730,100,0,0,0,3,1450,-1,10,-1006,
2025-04-11 09:46:18.920,730,100,0,0,0,3,1463,-3,2,-1002,
2025-04-11 09:46:19.923,730,100,0,0,0,3,1475,-2,1,-1006,
2025-04-11 09:46:20.923,730,100,0,0,0,3,1485,-5,3,-1004,
2025-04-11 09:46:21.922,730,100,0,0,0,3,1494,0,6,-1007,
2025-04-11 09:46:22.921,730,100,0,0,0,3,1494,-5,2,-1007,
2025-04-11 09:46:23.920,730,100,0,0,0,3,1494,-6,4,-1004,
2025-04-11 09:46:24.924,720,100,0,0,0,3,1494,-3,7,-1002,
2025-04-11 09:46:25.923,720,100,0,0,0,3,1494,-2,8,-1006,
2025-04-11 09:46:26.921,720,100,0,0,0,3,1494,-6,1,-1002,
2025-04-11 09:46:27.921,720,100,0,0,0,3,1503,-5,4,-999,
2025-04-11 09:46:28.920,730,100,0,0,0,3,1512,-5,3,-1006,
2025-04-11 09:46:29.923,730,100,0,0,0,3,1520,-2,4,-1006,
2025-04-11 09:46:30.922,740,100,0,0,0,3,1528,0,4,-1003,
2025-04-11 09:46:31.922,730,100,0,0,0,3,1535,-4,3,-1005,
2025-04-11 09:46:32.921,730,100,0,0,0,3,1541,-3,7,-1007,
