0 SpO2 Coeff  0 0 0 0  FFD7FBDD  0AB61FE
Ver: 0 33 12 0
rd algo size: 1 33 
rd algo size: 1 33 
rd algo size: 1 33 
rd algo size: 1 33 
sens+algo 
1.2 Status: 0
1.5 Status: 0
1.6 Status: 0
1.7 Status: 0
1.8 Status: 0
map leds to slots 0
map HR to slots/PDs 0
map SpO2 to slots/PDs 0
1.14 status: 0
1.31 part id afe 0 25
1.32 who accel 0 1b
ppg1,ppg2,ppg3,ppg4,x,y,z,hr,hr_conf,spo2,spo2_conf,spo2_lo,spo2_unrel,scd,
151589,15354,412322,427173,-17,-246,981,710,100,0,0,0,0,3,
151584,15358,412299,427182,-17,-247,978,710,100,0,0,0,0,3,
151608,15367,412371,427287,-18,-247,978,710,100,0,0,0,0,3,
151706,15393,412454,427463,-13,-245,979,710,100,0,0,0,0,3,
151846,15426,412490,427642,-18,-246,979,710,100,0,0,0,0,3,
152070,15450,412658,427910,-19,-246,979,710,100,0,0,0,0,3,
152300,15478,412832,428202,-16,-247,979,710,100,0,0,0,0,3,
152487,15501,412960,428404,-18,-247,980,710,100,0,0,0,0,3,
152608,15525,412971,428519,-17,-246,978,710,100,0,0,0,0,3,
152773,15549,413065,428720,-20,-246,979,710,100,0,0,0,0,3,
152979,15570,413178,428932,-16,-246,980,710,100,0,0,0,0,3,
153184,15597,413304,429141,-19,-246,980,710,100,0,0,0,0,3,
153371,15620,413404,429313,-17,-247,980,710,100,0,0,0,0,3,
153590,15648,413541,429574,-18,-246,979,710,100,0,0,0,0,3,
153820,15673,413677,429801,-18,-245,978,710,100,0,0,0,0,3,
153797,15653,413422,429411,-19,-247,979,710,100,0,0,0,0,3,
152887,15504,412636,427989,-20,-247,979,710,100,0,0,0,0,3,
151880,15411,412111,427081,-19,-247,979,710,100,0,0,0,0,3,
151243,15376,411917,426761,-17,-247,980,710,100,0,0,0,0,3,
150871,15353,411880,426637,-19,-246,979,710,100,0,0,0,0,3,
150547,15328,411789,426486,-21,-246,979,710,100,0,0,0,0,3,
150428,15336,411808,426575,-17,-246,978,710,100,0,0,0,0,3,
150565,15372,411881,426799,-19,-246,979,710,100,0,0,0,0,3,
150616,15376,411846,426830,-20,-246,979,710,100,0,0,0,0,3,
150626,15387,411843,426865,-18,-246,980,710,100,0,0,0,0,3,
150770,15409,411930,427075,-18,-246,979,710,100,0,0,0,0,3,
150944,15439,412083,427326,-19,-246,980,710,100,0,0,0,0,3,
151203,15470,412269,427619,-19,-247,979,710,100,0,0,0,0,3,
151424,15494,412404,427852,-19,-246,979,710,100,0,0,0,0,3,
151627,15524,412512,428052,-19,-247,980,710,100,0,0,0,0,3,
151867,15549,412649,428310,-19,-246,980,710,100,0,0,0,0,3,
152110,15575,412821,428532,-18,-245,980,710,100,0,0,0,0,3,
152312,15594,412888,428727,-19,-247,980,710,100,0,0,0,0,3,
152470,15619,412940,428891,-20,-246,979,710,100,0,0,0,0,3,
152651,15643,413003,429063,-21,-247,981,710,100,0,0,0,0,3,
152877,15671,413184,429352,-17,-246,979,710,100,0,0,0,0,3,
153131,15694,413300,429556,-18,-245,980,710,100,0,0,0,0,3,
153001,15660,412958,429007,-17,-245,980,710,100,0,0,0,0,3,
152013,15519,412103,427580,-17,-246,981,710,100,0,0,0,0,3,
151030,15431,411657,426775,-18,-246,979,710,100,0,0,0,0,3,
150368,15398,411461,426448,-17,-246,979,710,100,0,0,0,0,3,
149931,15370,411314,426230,-19,-247,979,710,100,959,24,0,0,3,
149557,15338,411224,426079,-18,-246,978,710,100,959,24,0,0,3,
149420,15343,411235,426160,-18,-247,980,710,100,959,24,0,0,3,
149592,15374,411331,426397,-19,-247,978,710,100,959,24,0,0,3,
149699,15394,411309,426473,-20,-247,981,710,100,959,24,0,0,3,
149751,15401,411304,426547,-15,-246,980,710,100,959,24,0,0,3,
149860,15422,411353,426678,-18,-246,979,710,100,959,24,0,0,3,
150095,15460,411496,426942,-16,-246,980,710,100,959,24,0,0,3,
150334,15498,411617,427225,-19,-247,980,710,100,959,24,0,0,3,
150582,15524,411777,427519,-18,-245,979,710,100,959,24,0,0,3,
150800,15553,411887,427770,-19,-247,980,710,100,959,24,0,0,3,
151036,15582,412014,427992,-18,-246,979,710,100,959,24,0,0,3,
151270,15611,412129,428224,-19,-246,978,710,100,959,24,0,0,3,
151486,15640,412221,428451,-19,-247,980,710,100,959,24,0,0,3,
151702,15667,412378,428705,-18,-246,979,710,100,959,24,0,0,3,
151917,15695,412494,428932,-17,-247,978,710,100,959,24,0,0,3,
152185,15717,412699,429194,-19,-246,979,710,100,959,24,0,0,3,
152385,15744,412755,429383,-18,-247,978,700,100,959,24,0,0,3,
152524,15759,412698,429398,-17,-247,979,700,100,959,24,0,0,3,
152045,15686,412043,428304,-18,-247,979,700,100,959,24,0,0,3,
150951,15564,411238,426892,-18,-247,979,700,100,959,24,0,0,3,
150145,15507,410843,426295,-20,-247,980,700,100,959,24,0,0,3,
149642,15485,410650,425998,-18,-246,979,700,100,959,24,0,0,3,
149295,15462,410533,425793,-18,-245,979,700,100,959,24,0,0,3,
149055,15440,410444,425697,-17,-247,980,700,100,959,24,0,0,3,
149034,15456,410452,425811,-17,-247,981,700,100,958,26,0,0,3,
149196,15487,410519,426040,-18,-247,979,700,100,958,26,0,0,3,
149269,15501,410461,426102,-18,-247,980,700,100,958,26,0,0,3,
149331,15510,410446,426168,-18,-247,980,700,100,958,26,0,0,3,
149499,15539,410549,426404,-17,-246,980,700,100,958,26,0,0,3,
149767,15573,410731,426734,-18,-247,981,700,100,958,26,0,0,3,
150027,15596,410876,427036,-19,-246,980,700,100,958,26,0,0,3,
150241,15624,410980,427297,-18,-247,980,700,100,958,26,0,0,3,
150491,15653,411129,427563,-21,-247,979,700,100,958,26,0,0,3,
150715,15675,411207,427782,-21,-247,979,700,100,958,26,0,0,3,
150959,15695,411315,428014,-22,-247,979,700,100,958,26,0,0,3,
151174,15721,411422,428235,-19,-246,980,700,100,958,26,0,0,3,
151412,15743,411536,428472,-19,-246,981,700,100,958,26,0,0,3,
151646,15772,411628,428687,-20,-247,979,700,100,958,26,0,0,3,
151892,15794,411767,428955,-21,-246,980,700,100,958,26,0,0,3,
152119,15825,411868,429205,-21,-246,979,700,100,958,26,0,0,3,
152288,15839,411830,429192,-19,-247,980,700,100,958,26,0,0,3,
151639,15760,411016,427863,-19,-247,981,700,100,958,26,0,0,3,
150497,15646,410181,426403,-20,-246,980,700,100,958,26,0,0,3,
149895,15623,409839,425883,-20,-246,979,700,100,958,26,0,0,3,
149553,15613,409633,425634,-20,-247,980,700,100,958,26,0,0,3,
149339,15620,409540,425523,-22,-246,979,700,100,958,26,0,0,3,
149208,15622,409485,425480,-20,-247,981,700,100,958,26,0,0,3,
149319,15656,409595,425733,-20,-246,980,700,100,958,26,0,0,3,
149546,15690,409737,426028,-19,-247,980,700,100,958,26,0,0,3,
149713,15705,409801,426186,-20,-246,978,700,100,958,28,0,0,3,
149818,15719,409811,426292,-21,-247,979,700,100,958,28,0,0,3,
149962,15744,409851,426505,-24,-246,980,700,100,958,28,0,0,3,
150188,15772,409996,426806,-21,-247,979,700,100,958,28,0,0,3,
150386,15793,410016,427038,-20,-246,978,700,100,958,28,0,0,3,
150607,15809,410060,427262,-20,-248,981,700,100,958,28,0,0,3,
150849,15831,410097,427483,-19,-247,978,700,100,958,28,0,0,3,
151048,15851,410072,427656,-23,-246,980,700,100,958,28,0,0,3,
151256,15868,410116,427878,-23,-247,978,700,100,958,28,0,0,3,
151541,15891,410293,428226,-24,-248,979,700,100,958,28,0,0,3,
151819,15915,410435,428518,-20,-248,979,700,100,958,28,0,0,3,
151995,15933,410478,428717,-24,-247,980,700,100,958,28,0,0,3,
152246,15953,410646,429035,-25,-248,979,700,100,958,28,0,0,3,
152530,15977,410855,429394,-27,-247,979,700,100,958,28,0,0,3,
152775,15993,410947,429528,-27,-248,979,700,100,958,28,0,0,3,
152311,15925,410118,428281,-29,-248,979,700,100,958,28,0,0,3,
150978,15804,409166,426522,-28,-248,979,700,100,958,28,0,0,3,
150290,15764,408772,425838,-26,-248,979,700,100,958,28,0,0,3,
150151,15781,408720,425758,-28,-247,977,700,100,958,28,0,0,3,
150112,15794,408686,425746,-29,-248,978,700,100,958,28,0,0,3,
150128,15820,408689,425792,-28,-248,979,700,100,958,28,0,0,3,
150295,15862,408812,426115,-28,-247,979,700,100,958,28,0,0,3,
150481,15896,408847,426392,-30,-247,980,700,100,958,28,0,0,3,
150596,15916,408821,426486,-27,-248,978,700,100,958,28,0,0,3,
150774,15936,408909,426683,-27,-248,980,700,100,958,28,0,0,3,
151046,15958,409130,427036,-28,-248,979,700,100,957,29,0,0,3,
151340,15985,409353,427409,-29,-247,979,700,100,957,29,0,0,3,
151637,16011,409571,427779,-28,-247,979,700,100,957,29,0,0,3,
151898,16032,409705,428060,-28,-247,981,700,100,957,29,0,0,3,
152143,16051,409846,428339,-29,-247,977,700,100,957,29,0,0,3,
152457,16074,410049,428664,-31,-247,979,700,100,957,29,0,0,3,
152687,16093,410185,428880,-30,-249,977,700,100,957,29,0,0,3,
152952,16114,410339,429170,-27,-248,978,700,100,957,29,0,0,3,
153229,16137,410477,429422,-28,-247,979,700,100,957,29,0,0,3,
153467,16155,410602,429658,-29,-247,978,700,100,957,29,0,0,3,
153729,16177,410726,429901,-29,-247,981,700,100,957,29,0,0,3,
153962,16201,410864,430153,-31,-247,978,700,100,957,29,0,0,3,
154240,16223,411036,430444,-28,-247,980,700,100,957,29,0,0,3,
154283,16215,410767,430078,-29,-247,979,700,100,957,29,0,0,3,
153309,16113,409662,428284,-29,-248,978,700,100,957,29,0,0,3,
152164,16041,408975,427031,-28,-248,979,700,100,957,29,0,0,3,
151919,16057,408924,426863,-27,-248,978,700,100,957,29,0,0,3,
151921,16078,408944,426892,-29,-248,979,700,100,957,29,0,0,3,
151983,16095,408956,426965,-29,-248,977,700,100,957,29,0,0,3,
152122,16126,409063,427182,-26,-249,980,700,100,957,29,0,0,3,
152417,16161,409295,427580,-29,-248,977,700,100,957,29,0,0,3,
152543,16182,409288,427673,-31,-247,979,700,100,957,29,0,0,3,
152643,16196,409285,427756,-26,-247,978,700,100,957,29,0,0,3,
152792,16218,409308,427912,-26,-248,979,700,100,957,29,0,0,3,
153000,16251,409387,428197,-29,-247,977,700,100,957,29,0,0,3,
153318,16278,409569,428598,-30,-247,979,700,100,957,31,0,0,3,
153737,16300,409867,429033,-28,-247,979,700,100,957,31,0,0,3,
153992,16316,409956,429270,-28,-248,978,700,100,957,31,0,0,3,
154200,16336,409996,429468,-30,-248,980,700,100,957,31,0,0,3,
154419,16355,410118,429693,-31,-246,978,700,100,957,31,0,0,3,
154642,16371,410209,429916,-28,-248,978,700,100,957,31,0,0,3,
154847,16387,410274,430125,-30,-247,979,700,100,957,31,0,0,3,
155071,16403,410428,430381,-28,-248,978,700,100,957,31,0,0,3,
155335,16424,410621,430661,-26,-248,978,700,100,957,31,0,0,3,
155565,16443,410749,430920,-25,-247,980,700,100,957,31,0,0,3,
155750,16462,410822,431058,-25,-248,978,700,100,957,31,0,0,3,
155478,16411,410108,430059,-28,-247,978,700,100,957,31,0,0,3,
154194,16305,408990,428216,-27,-248,979,700,100,957,31,0,0,3,
153425,16274,408635,427483,-28,-248,979,700,100,957,31,0,0,3,
153282,16292,408575,427392,-28,-248,979,700,100,957,31,0,0,3,
153308,16311,408616,427463,-29,-247,978,700,100,957,31,0,0,3,
153405,16331,408717,427644,-26,-248,979,700,100,957,31,0,0,3,
153667,16366,408998,428021,-29,-248,979,690,100,957,31,0,0,3,
153876,16387,409111,428262,-31,-248,978,690,100,957,31,0,0,3,
154027,16401,409175,428422,-32,-247,978,690,100,957,31,0,0,3,
154191,16418,409271,428573,-30,-248,978,690,100,957,31,0,0,3,
154378,16437,409390,428827,-30,-248,977,690,100,957,31,0,0,3,
154626,16458,409589,429153,-31,-248,979,690,100,957,31,0,0,3,
154869,16480,409753,429433,-30,-248,979,690,100,957,31,0,0,3,
155093,16504,409861,429674,-30,-248,980,690,100,957,31,0,0,3,
155274,16526,409888,429859,-30,-248,979,690,100,958,33,0,0,3,
155548,16546,410042,430140,-30,-248,978,690,100,958,33,0,0,3,
155777,16564,410138,430370,-29,-248,977,690,100,958,33,0,0,3,
155985,16587,410207,430563,-28,-248,979,690,100,958,33,0,0,3,
156095,16605,410108,430632,-32,-246,977,690,100,958,33,0,0,3,
156306,16627,410221,430894,-32,-247,977,690,100,958,33,0,0,3,
156523,16666,410329,431144,-32,-246,977,690,100,958,33,0,0,3,
156737,16695,410465,431343,-28,-248,980,690,100,958,33,0,0,3,
156657,16687,409985,430830,-32,-247,979,690,100,958,33,0,0,3,
155663,16579,408712,428984,-30,-248,978,690,100,958,33,0,0,3,
154381,16513,407790,427532,-31,-248,978,690,100,958,33,0,0,3,
153881,16515,407459,427139,-32,-248,977,690,100,958,33,0,0,3,
153748,16544,407316,427048,-36,-247,977,690,100,958,33,0,0,3,
153681,16578,407148,426977,-24,-248,979,690,100,958,33,0,0,3,
153721,16630,407149,427105,-26,-247,978,690,100,958,33,0,0,3,
153954,16690,407317,427509,-20,-249,979,690,100,958,33,0,0,3,
154259,16731,407611,427871,-30,-247,977,690,100,958,33,0,0,3,
154549,16770,407885,428174,-30,-247,979,690,100,958,33,0,0,3,
154675,16799,407847,428201,-39,-246,979,690,100,958,33,0,0,3,
154754,16831,407732,428348,-42,-246,978,690,100,958,33,0,0,3,
155084,16863,407946,428741,-30,-247,979,690,100,958,33,0,0,3,
155269,16888,407840,428905,-25,-247,979,690,100,958,33,0,0,3,
155664,16921,408002,429266,-17,-246,981,690,100,958,33,0,0,3,
155965,16954,408013,429463,-20,-246,980,690,100,958,33,0,0,3,
156324,17005,408251,429805,-29,-246,979,690,100,958,33,0,0,3,
156747,17055,408583,430179,-20,-246,980,690,100,958,35,0,0,3,
157242,17093,409065,430614,-20,-247,979,690,100,958,35,0,0,3,
157453,17120,409132,430745,-24,-246,980,680,100,958,35,0,0,3,
157678,17141,409264,430907,-28,-247,977,680,100,958,35,0,0,3,
157806,17174,409078,430897,-32,-245,978,680,100,958,35,0,0,3,
157932,17200,408875,430544,-29,-247,978,680,100,958,35,0,0,3,
157093,17126,407671,428761,-19,-247,980,680,100,958,35,0,0,3,
155763,17089,406393,427137,-10,-247,981,680,100,958,35,0,0,3,
155344,17123,406100,426789,-14,-244,979,680,100,958,35,0,0,3,
155094,17141,405542,426454,-15,-245,979,680,100,958,35,0,0,3,
154498,17124,404255,425731,-23,-244,978,680,100,958,35,0,0,3,
154269,17125,403522,425742,-14,-247,981,680,100,958,35,0,0,3,
154476,17152,403453,426317,-5,-243,980,680,100,958,35,0,0,3,
154670,17175,403508,426809,-6,-242,981,680,100,958,35,0,0,3,
154905,17202,403779,427142,-24,-240,981,680,100,958,35,0,0,3,
155004,17222,403807,427290,0,-246,979,680,100,958,35,0,0,3,
155033,17235,403833,427577,0,-246,980,680,100,958,35,0,0,3,
155360,17262,404236,428065,-38,-257,978,680,100,958,35,0,0,3,
155558,17269,404419,428337,-41,-249,978,680,100,958,35,0,0,3,
155706,17284,404478,428530,-41,-248,978,680,100,958,35,0,0,3,
155596,17276,404304,428600,-51,-249,979,680,100,958,35,0,0,3,
155725,17276,404580,428982,-55,-245,977,680,100,958,35,0,0,3,
156023,17273,404936,429370,-48,-249,977,680,100,958,35,0,0,3,
156267,17258,405351,429827,-58,-248,979,680,100,958,35,0,0,3,
156585,17251,405752,430232,-61,-246,978,680,100,958,35,0,0,3,
156874,17266,405955,430430,-56,-247,979,680,100,959,41,0,0,3,
157119,17256,405786,430135,-48,-248,978,680,100,959,41,0,0,3,
156815,17157,404913,428812,-49,-246,978,680,100,959,41,0,0,3,
