0 SpO2 Coeff  0 0 0 0  FFD7FBDD  0AB61FE
Ver: 0 33 12 0
rd algo size: 1 33 
rd algo size: 1 33 
rd algo size: 1 33 
rd algo size: 1 33 
sens+algo 
1.2 Status: 0
1.5 Status: 0
1.6 Status: 0
1.7 Status: 0
1.8 Status: 0
map leds to slots 0
map HR to slots/PDs 0
map SpO2 to slots/PDs 0
1.14 status: 0
1.31 part id afe 0 25
1.32 who accel 0 1b
140041,38663,107148,107141,-166,-450,895,600,0,0,0,0,0,2,
270855,38673,238067,238143,-166,-450,895,600,0,0,0,0,0,2,
265513,30631,290953,311462,-166,-450,895,600,0,0,0,0,0,2,
197417,24957,290985,311511,-166,-450,895,600,0,0,0,0,0,2,
164212,23827,290979,311531,-166,-450,895,600,0,0,0,0,0,2,
164220,23205,290932,311519,-165,-447,895,600,0,0,0,0,0,2,
164238,22646,290802,311414,-165,-447,895,600,0,0,0,0,0,2,
164285,22670,290811,311451,-165,-447,895,600,0,0,0,0,0,2,
164298,22683,290798,311420,-165,-447,895,600,0,0,0,0,0,2,
164206,22627,290435,310946,-165,-447,895,600,0,0,0,0,0,2,
163811,22448,289680,309964,-168,-445,896,700,0,0,0,0,0,2,
163156,22260,289225,309374,-168,-445,896,700,0,0,0,0,0,2,
162797,22182,369064,398686,-168,-445,896,700,0,0,0,0,0,2,
162766,22142,427959,439078,-168,-445,896,700,0,0,0,0,0,2,
162869,22122,428288,439467,-168,-445,896,700,0,0,0,0,0,2,
163134,22154,428632,439968,-158,-449,895,700,0,0,0,0,0,2,
163405,22213,429099,440537,-158,-449,895,700,0,0,0,0,0,2,
163548,22248,429286,440769,-158,-449,895,700,0,0,0,0,0,2,
163593,22268,429207,440734,-158,-449,895,700,0,0,0,0,0,2,
163642,22292,429304,440878,-158,-449,895,700,0,0,0,0,0,2,
163676,22321,429450,441088,-173,-449,892,700,0,0,0,0,0,2,
163742,22351,429608,441307,-173,-449,892,700,0,0,0,0,0,2,
163797,22383,429870,441585,-173,-449,892,700,0,0,0,0,0,2,
163834,22411,430037,441791,-173,-449,892,700,0,0,0,0,0,2,
163887,22437,430226,441989,-173,-449,892,700,0,0,0,0,0,2,
163930,22459,430275,442069,-159,-449,897,700,0,0,0,0,0,2,
163961,22485,430391,442169,-159,-449,897,700,0,0,0,0,0,2,
164017,22513,430641,442432,-159,-449,897,700,0,0,0,0,0,2,
164070,22528,430760,442512,-159,-449,897,700,0,0,0,0,0,2,
163980,22467,430107,441697,-159,-449,897,700,0,0,0,0,0,2,
163500,22269,429022,440269,-155,-446,901,700,0,0,0,0,0,2,
162647,22057,427942,438953,-155,-446,901,700,0,0,0,0,0,2,
162237,21982,427750,438690,-155,-446,901,700,0,0,0,0,0,2,
162136,21942,427906,438902,-155,-446,901,700,0,0,0,0,0,2,
162217,21937,428278,439359,-155,-446,901,700,0,0,0,0,0,2,
162452,21969,428891,440066,-167,-446,898,700,0,0,0,0,0,2,
162714,22014,429375,440656,-167,-446,898,700,0,0,0,0,0,2,
162883,22043,429697,440995,-167,-446,898,700,0,0,0,0,0,2,
162979,22068,430008,441303,-167,-446,898,700,0,0,0,0,0,2,
163075,22083,430252,441560,-167,-446,898,700,0,0,0,0,0,2,
163173,22105,430496,441859,-168,-447,895,700,0,0,0,0,0,2,
163275,22127,430821,442239,-168,-447,895,700,0,0,0,0,0,2,
163356,22154,430967,442427,-168,-447,895,700,0,0,0,0,0,2,
163435,22181,431117,442646,-168,-447,895,700,0,0,0,0,0,2,
163504,22212,431168,442756,-168,-447,895,700,0,0,0,0,0,2,
163565,22241,431262,442883,-166,-445,898,700,0,0,0,0,0,2,
163619,22270,431376,442992,-166,-445,898,700,0,0,0,0,0,2,
163665,22301,431438,443106,-166,-445,898,700,0,0,0,0,0,2,
163703,22326,431455,443124,-166,-445,898,700,0,0,0,0,0,2,
163666,22308,431088,442654,-166,-445,898,700,0,0,0,0,0,2,
163225,22131,429810,441067,-167,-445,897,700,0,0,0,0,0,2,
162049,21880,428024,438929,-167,-445,897,700,0,0,0,0,0,2,
161320,21759,427343,438136,-167,-445,897,700,0,0,0,0,0,2,
161076,21689,427418,438237,-167,-445,897,700,0,0,0,0,0,2,
160999,21643,427747,438632,-167,-445,897,700,0,0,0,0,0,2,
161096,21634,428283,439278,-166,-447,897,700,0,0,0,0,0,2,
161334,21660,428871,440030,-166,-447,897,700,0,0,0,0,0,2,
161562,21695,429343,440589,-166,-447,897,700,0,0,0,0,0,2,
161691,21718,429654,440942,-166,-447,897,700,0,0,0,0,0,2,
161772,21740,429844,441187,-166,-447,897,700,0,0,0,0,0,2,
161877,21770,430095,441464,-169,-445,896,700,0,0,0,0,0,2,
162014,21807,430395,441819,-169,-445,896,700,0,0,0,0,0,2,
162123,21839,430617,442094,-169,-445,896,700,0,0,0,0,0,2,
162208,21878,430799,442347,-169,-445,896,700,0,0,0,0,0,2,
162276,21919,431002,442570,-169,-445,896,700,0,0,0,0,0,2,
162331,21953,431102,442701,-169,-447,897,700,0,0,0,0,0,2,
162366,21983,431194,442808,-169,-447,897,700,0,0,0,0,0,2,
162395,22017,431278,442903,-169,-447,897,700,0,0,0,0,0,2,
162414,22048,431337,442979,-169,-447,897,700,0,0,0,0,0,2,
162404,22058,431166,442785,-169,-447,897,700,0,0,0,0,0,2,
162127,21962,430160,441518,-169,-444,899,700,0,0,0,0,0,2,
161040,21696,428207,439186,-169,-444,899,700,0,0,0,0,0,2,
160014,21555,427051,437871,-169,-444,899,700,0,0,0,0,0,2,
159586,21473,426974,437815,-169,-444,899,700,0,0,0,0,0,2,
159395,21422,427190,438148,-169,-444,899,700,0,0,0,0,0,2,
159438,21413,427688,438784,-168,-447,898,700,0,0,0,0,0,2,
159673,21449,428301,439584,-168,-447,898,700,0,0,0,0,0,2,
159887,21495,428659,440072,-168,-447,898,700,0,0,0,0,0,2,
159995,21531,428866,440376,-168,-447,898,700,0,0,0,0,0,2,
160074,21568,429058,440612,-168,-447,898,700,0,0,0,0,0,2,
160177,21604,429233,440856,-164,-443,900,700,0,0,0,0,0,2,
160269,21643,429413,441104,-164,-443,900,700,0,0,0,0,0,3,
160336,21682,429643,441378,-164,-443,900,700,0,0,0,0,0,3,
160404,21726,429849,441616,-164,-443,900,700,0,0,0,0,0,3,
