
 0x02 0x00 Status, Read Operating Mode: 0 0
Ver: 0 33 13 31
rd algo size: 0 20 
rd algo size: 0 52 
rd algo size: 0 1 
rd algo size: 0 16 
algo only 
1.2 Status: 0
1.5 Status: 0
1.6 Status: 0
1.7 Status: 0
1.8 Status: 0
map leds to slots 0
map HR to slots/PDs 0
map SpO2 to slots/PDs 0
1.14 status: 0
1.31 part id afe 0 25
1.32 who accel 0 1b
opmode,hr,hr_conf,ibi,ibi_conf,act,r,spo2_conf,spo2,spo2_compl,spo2_lo,spo2_mo,spo2_lopi,spo2_unrel,spo2_state,scd,ibioffset,inappro_ori,
0,600,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,600,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,7502,50,0,0,0,0,0,0,0,0,0,1,3,19,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,610,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,620,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,620,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,620,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,620,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,620,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,630,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,630,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,630,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,630,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,630,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,640,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,640,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,640,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,640,0,7412,100,0,0,0,0,0,0,0,0,0,1,3,18,0,
0,640,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,650,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,650,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,650,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,650,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,650,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,660,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,660,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,660,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,660,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,660,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,680,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,680,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,680,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,680,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,680,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,700,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,700,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,700,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,700,0,7249,100,0,0,0,0,0,0,0,0,0,1,3,20,0,
0,700,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,720,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,720,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,720,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,720,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,720,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,740,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,740,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,740,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,740,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,740,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,750,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,750,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,750,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,750,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,750,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,0,7493,100,0,0,0,0,0,0,0,0,0,1,3,17,0,
0,760,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,7547,100,0,0,0,0,0,0,0,0,0,1,3,20,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,790,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,7650,25,0,0,0,0,0,0,0,0,0,1,3,38,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,7580,50,0,0,0,0,0,0,0,0,0,1,3,19,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,7881,100,0,0,0,0,0,0,0,0,0,1,3,20,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,7984,100,0,0,0,0,0,0,0,0,0,1,3,20,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,8029,100,0,0,0,0,0,0,0,0,0,1,3,19,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,8148,100,0,0,0,0,0,0,0,0,0,1,3,21,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,50,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,7934,100,0,0,0,0,0,0,0,0,0,1,3,20,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,760,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,770,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
0,780,100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
